,artist_uri,track_uri
3242,spotify:artist:3ZGr7nQBXDU2WhyXgRVbt0,spotify:track:1YXJtzkvsf8pPDoj3Prv2P
3243,spotify:artist:387mxb1p13O8OdJ6r8pc2q,spotify:track:2XaImCTgc6XB9iikV6AdnI
3244,spotify:artist:387mxb1p13O8OdJ6r8pc2q,spotify:track:2LFrYqw3DazEWOxK5XEHF5
3245,spotify:artist:0c09mxGbMHuFLpPJMY6JdA,spotify:track:7Afg7GsTbQa9WWbFQINevi
3246,spotify:artist:4aHpq3SeE9HiKNft9Bcj55,spotify:track:7Afg7GsTbQa9WWbFQINevi
3247,spotify:artist:278ZYwGhdK6QTzE3MFePnP,spotify:track:5yDJpu0xh0d1w13gXaE3lS
3248,spotify:artist:0rEuaTPLMhlViNCJrg3NEH,spotify:track:7iOSeHfKU2EhSKcX7TbjKG
3249,spotify:artist:0rEuaTPLMhlViNCJrg3NEH,spotify:track:53h1ZSLWi8hVWF9DWKNXVh
3250,spotify:artist:0WPCPYm5IDNtQjuJOGNPcy,spotify:track:6tFw53jGBwl3lqrqA9OQY8
3251,spotify:artist:0c09mxGbMHuFLpPJMY6JdA,spotify:track:6JP73MpJbdGkf0Njn3cqxr
3252,spotify:artist:0WPCPYm5IDNtQjuJOGNPcy,spotify:track:4kpWVGdFjBSoCkIcHVlTqn
3253,spotify:artist:5KvkOKroKLz202ioXfGWR2,spotify:track:7ldJhE5mB9ukNh3OjuX85T
3254,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,spotify:track:4GssB27iJeqmfGxS94Tfij
3255,spotify:artist:7k5jeohQCF20a8foBD9ize,spotify:track:1DhSJCZarZvqHt1f2BN0Ch
3256,spotify:artist:278ZYwGhdK6QTzE3MFePnP,spotify:track:15zUfY9L1p7bN9JsgaTAP0
3257,spotify:artist:278ZYwGhdK6QTzE3MFePnP,spotify:track:1hPKSQuvfLlPeIu8xhRyTf
3258,spotify:artist:0rEuaTPLMhlViNCJrg3NEH,spotify:track:7HFcQTJxiiwTxrdvUIrWJk
3259,spotify:artist:0hGpZy6ws8FofByMkt0CV1,spotify:track:0iqJIE15UsLphh2BdZ3aoh
3260,spotify:artist:6ARKr2ZoLf9TDoQiZarJMt,spotify:track:0cbXhRyVi20O41By3o1fLf
3261,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,spotify:track:1qPlNM2FaEWCMSxpVR5XeH
3262,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:48wH8bAxvBJO2l14GmNLz7
3263,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:2D3UoXaFRyCP9trM5LtWQ5
3264,spotify:artist:7vWFpgyWJ9CXisL0x6vYJN,spotify:track:2D3UoXaFRyCP9trM5LtWQ5
3265,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:1oOD1pV43cV9sHg97aBdLs
3266,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:1iDxNtb7jleE8GqD4m81dA
3267,spotify:artist:7vWFpgyWJ9CXisL0x6vYJN,spotify:track:1iDxNtb7jleE8GqD4m81dA
3268,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:1o0nAjgZwMDK9TI4TTUSNn
3269,spotify:artist:3kANxNTLNOhxpOPoCbGq9E,spotify:track:1o0nAjgZwMDK9TI4TTUSNn
3270,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:608uL3XBV8f2MHKNgm32Y3
3271,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:54Aa3U7MwohGZz56LMi0Ng
3272,spotify:artist:2a4lU7F8toqKpb5v6Ftqya,spotify:track:54Aa3U7MwohGZz56LMi0Ng
3273,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:5fl9iJbPf5ZPenmUJxH2k9
3274,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:5vmFVIJV9XN1l01YsFuKL3
3275,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:66xEqq3jsr3p52uOhGM5Nm
3276,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:3l1hMH58IqTI6k8RKVcdyi
3277,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:3XxpR8oXqq5Km5X4LlS0pi
3278,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:4aa9YfVVcVO3gQ9rHVHHNu
3279,spotify:artist:2KaW48xlLnXC2v8tvyhWsa,spotify:track:63aGgWIoGfl3wxykzje8eJ
3280,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:5KboIqx30dztT6wmEVFn17
3281,spotify:artist:54SLl07eCSMFL8u2H3MwKl,spotify:track:5KboIqx30dztT6wmEVFn17
3282,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:33rnvpgII3u4LwzcicyTrb
3283,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:6Aoo9CtYY2q0jEt4GMDJUK
3284,spotify:artist:7pXu47GoqSYRajmBCjxdD6,spotify:track:59qmUODXmHXiWwvG8WdzEW
3285,spotify:artist:2a4lU7F8toqKpb5v6Ftqya,spotify:track:59qmUODXmHXiWwvG8WdzEW
3286,spotify:artist:2Oq3sgFa2HSvRY0vL6bDxN,spotify:track:59qmUODXmHXiWwvG8WdzEW
3287,spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW,spotify:track:4Ce66JznW8QbeyTdSzdGwR
3288,spotify:artist:0ZcJXldoq09BRIMl0Qh1Vm,spotify:track:7hePUwn6gsIUe6KC4ACdXB
3289,spotify:artist:6xt9sJmmyYwWkJv8A6ssiU,spotify:track:7hePUwn6gsIUe6KC4ACdXB
3290,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,spotify:track:2qE3sj3jXj44kbCIU7bkIn
3291,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:track:2qE3sj3jXj44kbCIU7bkIn
3292,spotify:artist:5ee4yhrWOxaxvL77BoVpVR,spotify:track:525GY0mXYnxajolwgS8Eaz
3293,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,spotify:track:2DPYlWl50ydYsnnuryL5aX
3294,spotify:artist:0c173mlxpT3dSFRgMO8XPh,spotify:track:2DPYlWl50ydYsnnuryL5aX
3295,spotify:artist:085pc2PYOi8bGKj0PNjekA,spotify:track:4bAFo6r2ODMDoqM5YHV2gM
3296,spotify:artist:2R2C1cO9fE3gdQ3saqvAZj,spotify:track:3iN4txIS3uz6gByTOOn6tC
3297,spotify:artist:2Udd2jgFaz8tXG1w3PyMtN,spotify:track:2ou8EQgoiqk73toLQrEIsc
3298,spotify:artist:2Udd2jgFaz8tXG1w3PyMtN,spotify:track:1WWF1IGjA7VjAFjnpaNoRI
3299,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,spotify:track:2ib8fuTavdc48X6MjhE4Ft
3300,spotify:artist:23ajwxFk5RBpPERZrcjHUr,spotify:track:2MC57MCOiCz2UGskL2uCVF
3301,spotify:artist:5X0N2k3qMnI8kSrGJT3kfT,spotify:track:4wxm46qMm1P7JH1ivm1BQ2
3302,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,spotify:track:1mB7dCUM7sPyNab6R43nlj
3303,spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz,spotify:track:5XUuldRjPXcP5QxyEN4IXT
3304,spotify:artist:5ojhEavq6altxW8fWIlLum,spotify:track:0TgUsThAVzuvVPnJ1rSDYK
3305,spotify:artist:1GCKg5CrOyhQvtI4XlOmgS,spotify:track:5ThumMdlPp3BWqSMdLefea
3306,spotify:artist:67ps5pbKVO7V9Fcb4lTIXz,spotify:track:0FDY2EHOv32kUoqplU1hdY
3307,spotify:artist:6MwPCCR936cYfM1dLsGVnl,spotify:track:1e1rQNYCZToyBDDka1Io34
3308,spotify:artist:0tO6ALWmduAbneXoHmnl2T,spotify:track:4k9NBJg9JVBPdgO1y0Rgc0
3309,spotify:artist:0RdMRIhMDTQEpMcALRyQTK,spotify:track:6fYwCP9RSKhbOkLmGwX41N
3310,spotify:artist:2VZTNKYLnhbnV3FwGJlp3K,spotify:track:2T6vRytpOROVVawULkC0AC
3311,spotify:artist:4vRyd1UZ8Eq98EppbwOBg6,spotify:track:4vqDFur1cyE8lS1oD3XiCB
3312,spotify:artist:20lGLFmdtadbUYmqzFRcA2,spotify:track:1wB11k8gqugetTqQmbmN9E
3313,spotify:artist:2glaJzU6VwtGLSo777oyiM,spotify:track:36gjfzhQg7lzKskouTyFkX
3314,spotify:artist:3vvRSvTEKNAAsZQqP5Fdcl,spotify:track:36gjfzhQg7lzKskouTyFkX
3315,spotify:artist:6gU7qtF5B31WwdgkNwF1XK,spotify:track:36gjfzhQg7lzKskouTyFkX
3316,spotify:artist:1LnBqMojv6Dv6DoPWTDSZ7,spotify:track:2WCcNcnj6YIiKTNMmQiBKI
3317,spotify:artist:6CTrKKYpd9uYgA406rR5e0,spotify:track:2WCcNcnj6YIiKTNMmQiBKI
3318,spotify:artist:1EtBmvqGOtWnjDgCUFQRqI,spotify:track:0oZgtt610EH200Pt6M9xy8
3319,spotify:artist:6SiyKSeJo6gcsS2NvuAbsl,spotify:track:6Wmhm5sTC0fpIBCvVH2uQF
3320,spotify:artist:7xklw3WodFZiNNmQt3DIgp,spotify:track:4eC8Cq2Q6zIelJgF4nC2DK
3321,spotify:artist:5aYyPjAsLj7UzANzdupwnS,spotify:track:1eylM8qwVdD1AXDy3vjSgT
3322,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,spotify:track:1bhjMY5O0ZjB41OHcdRH0a
3323,spotify:artist:30sqtiTKIb1oDve0SdYayT,spotify:track:0mzqrv0bY7d5ECDfsRMUpf
3324,spotify:artist:6nDLku5uL3ou60kvCGZorh,spotify:track:6uGQKWdjmKvgH1QdDCcM8N
3325,spotify:artist:6nDLku5uL3ou60kvCGZorh,spotify:track:0l481RtogQ2BHsSecANMed
3326,spotify:artist:5aYyPjAsLj7UzANzdupwnS,spotify:track:2g2a5kDeZexbUTD8abcvm6
3327,spotify:artist:5aYyPjAsLj7UzANzdupwnS,spotify:track:212ZyYwPDwSR6Y9dA26b3P
3328,spotify:artist:7sVQKNtdP2NylxMgbNOJMM,spotify:track:31RJ1xFMQCGfGniKY4IMdO
3329,spotify:artist:0qT79UgT5tY4yudH9VfsdT,spotify:track:1ibeKVCiXORhvUpMmtsQWq
3330,spotify:artist:20oQv3LStCKCjI9oQ0JNha,spotify:track:2zPrdI7V4Pik4He87Nhdbl
3331,spotify:artist:6SiyKSeJo6gcsS2NvuAbsl,spotify:track:6x5AHaFSlfgeVm6U95CNtr
3332,spotify:artist:30sqtiTKIb1oDve0SdYayT,spotify:track:1jvqZQtbBGK5GJCGT615ao
3333,spotify:artist:0cOVRC8EOwDwXrs3JTrRN5,spotify:track:4LWU2IcHQHnJOSDb33ewEM
3334,spotify:artist:04RtvnUz0XrUbUZzOA8ZoW,spotify:track:6SlYsxvOXnB5sNg6ltf7pX
3335,spotify:artist:04RtvnUz0XrUbUZzOA8ZoW,spotify:track:5dJqHtAc4toOPTRX9xfOB6
3336,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,spotify:track:0KqyBk4aVT88TEqBIC8mAP
3337,spotify:artist:2gRgzV2ooQwweEr4s7lwsg,spotify:track:1hOoOCanyoBh1F753C1CdQ
3338,spotify:artist:27M9shmwhIjRo7WntpT9Rp,spotify:track:1hOoOCanyoBh1F753C1CdQ
3339,spotify:artist:6SiyKSeJo6gcsS2NvuAbsl,spotify:track:7wCMcW4idLlNjh5DY2WqhF
3340,spotify:artist:5CHcX5KtuSz5uo1p5fM3sz,spotify:track:6mFRfprP5OTvr82GzGhHXJ
3341,spotify:artist:7fTcs8dn9y6XuB2IqZMzBq,spotify:track:3iwsyTZzOWHZbHffBEyi1N
3342,spotify:artist:62U6nJKR1V8QOspXUzWle3,spotify:track:5WTtG4rKIxX8KJEYtEdQTx
3343,spotify:artist:1AgxgADPuRIW1wyaA4OKcB,spotify:track:2aSwLAh4d0IM4PqCGjxnya
3344,spotify:artist:1z5xbcOeFRQXBVDpvRPh8H,spotify:track:2BGX0YY0Rq3dEsgqFGNg6h
3345,spotify:artist:25tMQOrIU4LlUo6Sv8v5SE,spotify:track:3gVDrOZJo1yQmILTT3gOjV
3346,spotify:artist:23xqmJEN3oVxwzqtNIyR5m,spotify:track:17lu3VOOdnuf6fvtj6TDL5
3347,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,spotify:track:57j65yC2HggQfmYNc6rdOK
3348,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,spotify:track:0W6I02J9xcqK8MtSeosEXb
3349,spotify:artist:1McMsnEElThX1knmY4oliG,spotify:track:6SRsiMl7w1USE4mFqrOhHC
3350,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,spotify:track:4191RXFPa7Ge9XkA4cWlna
3351,spotify:artist:6hT4TLnkb8e4XI3BmJI66v,spotify:track:0BGKRuv8UAGenKlUrHNl2Y
3352,spotify:artist:0cbL6CYnRqpAxf1evwUVQD,spotify:track:0GT9OI4Fot0TKzsUsO7SVA
3353,spotify:artist:1zwtew8BGPk66RKGQqtPCX,spotify:track:6b2EqQRpnOfYilaNXqb8SD
3354,spotify:artist:7ADRm1oT7VmhRRZrZqycV6,spotify:track:4OJISvwo7URgsfbn8iEp51
3355,spotify:artist:44yXVrsMTsKGUBHZsYFZNq,spotify:track:4OJISvwo7URgsfbn8iEp51
3356,spotify:artist:2vYWyXs1PJbycPBdTstmHH,spotify:track:6vnK6m82kGEII1bQstL8mn
3357,spotify:artist:0vbfrsbTQsxmBTrvtZTFB4,spotify:track:6vnK6m82kGEII1bQstL8mn
3358,spotify:artist:1sDXsd1qeTle0XooE7tSjm,spotify:track:6TjKIlQiCP5n5VTdsGHmg5
3359,spotify:artist:1P8IEuuck31n0Lyxtd0Ac8,spotify:track:6TjKIlQiCP5n5VTdsGHmg5
3360,spotify:artist:2asx6eXv9qzj5rA0ESrdO3,spotify:track:4DSIevHsfVB8FaP2kkdlWy
3361,spotify:artist:5lHeHJPYUJdDBXIApseBwO,spotify:track:1aJQf25WkBQOR48xIpO8A4
3362,spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,spotify:track:63aj87TQG6F3RVO5nbG2VQ
3363,spotify:artist:5he5w2lnU9x7JFhnwcekXX,spotify:track:63aj87TQG6F3RVO5nbG2VQ
3364,spotify:artist:1b6KZ6XeJLiFJkFghmkbe8,spotify:track:3wn0Ov3Zv7alfdRIstRkr0
3365,spotify:artist:2IP71LH7CbwddhsEXBI0fy,spotify:track:1Q7bmWr70H12ScX4e3SPTI
3366,spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,spotify:track:1zneM1cLjM6w8BFmukl2Lr
3367,spotify:artist:56UIK6wmbbxuQ6VA20vrWD,spotify:track:4TSUh9GIzjlt9QAH32ObaB
3368,spotify:artist:2jmpnuwn52LqrQASBlyQGJ,spotify:track:2FK03KdYSIJGy4iXpKzdkS
3369,spotify:artist:4riceIF5JCEKaSIwwLqIYt,spotify:track:2FK03KdYSIJGy4iXpKzdkS
3370,spotify:artist:6Wn5DZufsJX62U43H7RAxd,spotify:track:0iZtjsOv8iIuL2pPnjmr4z
3371,spotify:artist:7gY2UGpmfLNKfezQPuG7Hx,spotify:track:1sZgoeJtLh1yqmCFuGhCI4
3372,spotify:artist:1cdGFmm7cm0yvD7mA40R8x,spotify:track:1sZgoeJtLh1yqmCFuGhCI4
3373,spotify:artist:1uaDw0T6O916Kv8TxJsQzb,spotify:track:5HAcVd1Rir12cOSxQgQIDq
3374,spotify:artist:23xqmJEN3oVxwzqtNIyR5m,spotify:track:0gXHJarUwEMQjpFeS4QMMO
3375,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,spotify:track:3ekNuTF3UpOvIZCfiejpnC
3376,spotify:artist:5schNIzWdI9gJ1QRK8SBnc,spotify:track:63QsFC6m0CaTw2gU0iZa7N
3377,spotify:artist:3p1kTzxl6dYq1LVqR0aykO,spotify:track:5yXrOSSRVxX9gHT8oxU2fX
3378,spotify:artist:05lF0DUkLJqiW5o70SScyR,spotify:track:5yXrOSSRVxX9gHT8oxU2fX
3379,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,spotify:track:1ZLroqJA8qoS5QEeCo0fA7
3380,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:0cGG2EouYCEEC3xfa0tDFV
3381,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:26T1CapkR2Eud51nRouhdr
3382,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:5VroFo9eQHZ6C3FznyemdF
3383,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:03FonXWgavp9mDztf3Sygi
3384,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:0ZjxOXLGkAPIodYxS2AKGD
3385,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:5wtpqoAn9JgJoQHkGKw44p
3386,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,spotify:track:450PlLeR9YaXpjmP8jqjzu
3387,spotify:artist:1McMsnEElThX1knmY4oliG,spotify:track:4wcBRRpIfesgcyUtis7PEg
3388,spotify:artist:4iiEdRlpL7LDPxa1Wa0jkj,spotify:track:6zvjJxwWTuDnwbTmRziJI7
3389,spotify:artist:78TTCmh2koperK5NBn7DgR,spotify:track:7pbU4vJyxiVvDSPmQ2FDf8
3390,spotify:artist:3mmI5HKArDwgggj4j0aJyC,spotify:track:7pbU4vJyxiVvDSPmQ2FDf8
3391,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,spotify:track:3SEZEyvEALlomED5xFeqOs
3392,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,spotify:track:3Vi5XqYrmQgOYBajMWSvCi
3393,spotify:artist:3Z3aTg9PwJ37e8xeO0aUC9,spotify:track:4lZ7OpzFPYJIWVgfuWU0zv
3394,spotify:artist:2WmxTCUVOyGsqn4GA7VxuC,spotify:track:4lZ7OpzFPYJIWVgfuWU0zv
3395,spotify:artist:5RgzUZORebl59TcvCRZsD2,spotify:track:4lZ7OpzFPYJIWVgfuWU0zv
3396,spotify:artist:3g8GEfox7TneqzId98rNGi,spotify:track:4lZ7OpzFPYJIWVgfuWU0zv
3397,spotify:artist:3W78Ijxf9NLajxshD7Zwvu,spotify:track:18pCFVNOgVpEMnFNyH0YdS
3398,spotify:artist:4sVieJlKgpZ2k9ESNS5IdN,spotify:track:1rdeP7Y3TSz6zVbejuGIFx
3399,spotify:artist:3Z3aTg9PwJ37e8xeO0aUC9,spotify:track:2QAsTQ1tydZ6mhYH2FyzfG
3400,spotify:artist:2WmxTCUVOyGsqn4GA7VxuC,spotify:track:2QAsTQ1tydZ6mhYH2FyzfG
3401,spotify:artist:5RgzUZORebl59TcvCRZsD2,spotify:track:2QAsTQ1tydZ6mhYH2FyzfG
3402,spotify:artist:3g8GEfox7TneqzId98rNGi,spotify:track:2QAsTQ1tydZ6mhYH2FyzfG
3403,spotify:artist:3JE0uoggWwwYG6rSSJk0HN,spotify:track:3w40PaTTE7Ezz2cEXVFLc6
3404,spotify:artist:4C7xdu7M6QHh7HqmiyJoTu,spotify:track:0ZKMValcKDoiU8XB5nEImj
3405,spotify:artist:1hzfo8twXdOegF3xireCYs,spotify:track:0fHZirprNSLEc1OLs1OiwL
3406,spotify:artist:2f7f3AmL16mmiAmYnxmmfx,spotify:track:1DMqi5u54embkRDMgqBW4o
3407,spotify:artist:2f7f3AmL16mmiAmYnxmmfx,spotify:track:1imBbINhKJE5BQDkjsaXox
3408,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:4woeNhn6VEwuANpEAqJGA8
3409,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:3pg0ZIWqFU5c81P2rXrXdh
3410,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:2YtSRsWYbmXibPDiyfg47K
3411,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:4zsnFyqKaqhBne5rBd56QP
3412,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:61zlSXpnLGtt1eVILUpwlk
3413,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:3XrKn4kb770Gl6Foh6DZ2K
3414,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:2ktUgyl5c7Twjc6QmOaDdt
3415,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:6UT08TZt66bPZLYSKz0ld0
3416,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:2PK2nTjeUvcFIJbgMojVAB
3417,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:3dR2qxbZ14aIFNyFICHuz1
3418,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:7sXerZa448Suq6JSxEAaVJ
3419,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:7aoM0iRL3FcXkYjqJOXeOc
3420,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,spotify:track:3l9CW99AHtExIRV4hW2N5m
3421,spotify:artist:0AFUfewUv31E8EtQPAD3l5,spotify:track:6McUVJ6G0j6oWbRVPb5CWP
3422,spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,spotify:track:5BB0Jzw60KyfSTyjJqtely
3423,spotify:artist:2fUZ5QodNiQntWefUy6Jfh,spotify:track:33zW7OjNtx92ZIWLqB8Tps
3424,spotify:artist:4svozL97Y6aqWeZNJPqvsL,spotify:track:0OOxHRmBUTKuSKyCOFq08s
3425,spotify:artist:1yoERhqOE1iKKzKELHhEWM,spotify:track:7H8JjknZsjp6FK7ZH6WS6n
3426,spotify:artist:6nNkKMkPl1qBCEW3Al9eVV,spotify:track:4oW1lGOw5Q5OLvoJv92qoE
3427,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,spotify:track:58FeZw9fdcWTMZnx5uUFZz
3428,spotify:artist:3r1XkJ7vCs8kHBSzGvPLdP,spotify:track:58FeZw9fdcWTMZnx5uUFZz
3429,spotify:artist:5asRVeqCRVcRoQy8GjTbw3,spotify:track:4reheuS4fcBLoW0ZLzyxJq
3430,spotify:artist:2f7f3AmL16mmiAmYnxmmfx,spotify:track:1CeL9v59rZeFX63hYI4eAO
3431,spotify:artist:60pVmLS5zlt31OWk340O3U,spotify:track:1CeL9v59rZeFX63hYI4eAO
3432,spotify:artist:011bJBtG8SdkBqBiSpBllF,spotify:track:1CeL9v59rZeFX63hYI4eAO
3433,spotify:artist:7l8dcABCTyZKrkskt53Z2u,spotify:track:2xunx0xnG90tEWDQ5OtS5q
3434,spotify:artist:23xqmJEN3oVxwzqtNIyR5m,spotify:track:4kr64ggr6ALZGxnkGdhK7b
3435,spotify:artist:3aiBwSS5DPzOsSMF5lHpVj,spotify:track:7LxQbk9YI5r2zXYCBZHZS8
3436,spotify:artist:3Hb64DQZIhDCgyHKrzBXOL,spotify:track:77yGu0p7APK39lotu7CLk5
3437,spotify:artist:3nDNDLcZuSto4k9u4AbcLB,spotify:track:011Xn3Wqii67s4aaPgheiu
3438,spotify:artist:6zBax4hSAI1BJYgwF61EP5,spotify:track:011Xn3Wqii67s4aaPgheiu
3439,spotify:artist:3tmjMu5zfLOTVJ8YX5FDpU,spotify:track:011Xn3Wqii67s4aaPgheiu
3440,spotify:artist:2jXb8AWz82Sn3RRGOaia7a,spotify:track:5J3GIBy6a3TLiZQQAD014r
3441,spotify:artist:49rpD3gtSpIjsZNxdwhuYl,spotify:track:6Z8rLq7Is0mjLxEscXsp58
3442,spotify:artist:6Kg9EvjSnEm5swmrvWCJyB,spotify:track:7zPy2BuFkdUrlBQJasUC1o
3443,spotify:artist:7ADRm1oT7VmhRRZrZqycV6,spotify:track:4hSJUp6k7QeHLxU32MrLIU
3444,spotify:artist:7oWrEQO1d3klp0Qrfh7a5h,spotify:track:4hSJUp6k7QeHLxU32MrLIU
3445,spotify:artist:44yXVrsMTsKGUBHZsYFZNq,spotify:track:4hSJUp6k7QeHLxU32MrLIU
3446,spotify:artist:1q8H46YhdCtAO8tXHIWe2d,spotify:track:7sDwxV8qrVNdxvljSkjp0n
3447,spotify:artist:0k70gnDBLPirCltbTzoxuM,spotify:track:44uSEFOc1en3qKCL7k2Lfq
3448,spotify:artist:0k70gnDBLPirCltbTzoxuM,spotify:track:5Qt9nyg9UFZJ5iqFsKA4pM
3449,spotify:artist:0k70gnDBLPirCltbTzoxuM,spotify:track:5oaBqJf0ZsJWaPuhUOOBCZ
3450,spotify:artist:5slpk6nu2IwwKx0EHe3GcL,spotify:track:6YAbciQiCPFDURL31TgtdH
3451,spotify:artist:1DxUdl4z0N2hLqU7U6yqwc,spotify:track:2k3ZbF0ETEuoNrkStB7oGa
3452,spotify:artist:7oWrEQO1d3klp0Qrfh7a5h,spotify:track:4UsCwlqEQXA1QRPU1uWO7o
3453,spotify:artist:1q8H46YhdCtAO8tXHIWe2d,spotify:track:7e2m0Wg4hZtkX7yF0wXWnl
3454,spotify:artist:4f5pBvQZzdOGpFF0pwtUZG,spotify:track:5eo2rnNPqBsP5dzf6QipTM
3455,spotify:artist:2gIGkRqCo4NK2PUCI8u4aQ,spotify:track:7DOVJKwRr3EtQpZZuzznad
3456,spotify:artist:5ISjkNS17JpCwiFtW80lpV,spotify:track:07OayKPWL9AcstRh4dt0YP
3457,spotify:artist:49eo9xE4yGzJLWkOndiODs,spotify:track:07OayKPWL9AcstRh4dt0YP
3458,spotify:artist:0YcKbZwjx2BEoKLzfqlmgH,spotify:track:4Hg99jQ6zjks47xaH8eK40
3459,spotify:artist:23fqKkggKUBHNkbKtXEls4,spotify:track:1c1sdxrYLIiuJOlE7PPttb
3460,spotify:artist:03d2mJXSMtuPI0nIvLnhoS,spotify:track:1c1sdxrYLIiuJOlE7PPttb
3461,spotify:artist:03d2mJXSMtuPI0nIvLnhoS,spotify:track:50Td3qilgs8BLtv8mHyT1t
3462,spotify:artist:03d2mJXSMtuPI0nIvLnhoS,spotify:track:6o5TECt1aCm1HjUzp43OgL
3463,spotify:artist:4IVAbR2w4JJNJDDRFP3E83,spotify:track:6o5TECt1aCm1HjUzp43OgL
3464,spotify:artist:7z2avKuuiMAT4XZJFv8Rvh,spotify:track:3cMAS9DjZHrAnKvPrTIw7Z
3465,spotify:artist:03d2mJXSMtuPI0nIvLnhoS,spotify:track:3cMAS9DjZHrAnKvPrTIw7Z
3466,spotify:artist:77DQHftPzPyCoqSDjdHDxJ,spotify:track:030dULvYNT5n8vYpIak51w
3467,spotify:artist:11YTrgsi6VjRCkExQBY13k,spotify:track:2rmQ5TmRiKd6BG9MxCSzFZ
3468,spotify:artist:5syyAQTWJ2BaLtjOKE99MK,spotify:track:6nveJN9wSnUZligNBSoatb
3469,spotify:artist:3bYYfFQWKDDl9diY3ujL3c,spotify:track:6nveJN9wSnUZligNBSoatb
3470,spotify:artist:4iillrghrKgbHstGkYFmsB,spotify:track:6nveJN9wSnUZligNBSoatb
3471,spotify:artist:7EExkVRvV9nlrtOMRwEnlS,spotify:track:6nveJN9wSnUZligNBSoatb
3472,spotify:artist:1yoERhqOE1iKKzKELHhEWM,spotify:track:0BLmi9RfDyv9UMxVM0m2EN
3473,spotify:artist:21K0gLOe4i0o6l1MHd5a6W,spotify:track:7uZarKmuXZ6jIdILSilsl3
3474,spotify:artist:11kBu957KTYoAltZHDm8gW,spotify:track:3bxZhauuIU4ubctdRZwPYW
3475,spotify:artist:1DxUdl4z0N2hLqU7U6yqwc,spotify:track:2uuXKTgNVT6KU6w5aTpW3A
