,artist_name,plays,songs,var,std
945,Swedish House Mafia,5,1,,
946,TheFatRat,5,3,0.3333333333333333,0.5773502691896257
947,Creedence Clearwater Revival,5,3,1.3333333333333335,1.1547005383792517
948,Joel Corry,5,5,0.0,0.0
949,Echosmith,5,2,4.5,2.1213203435596424
950,Gizmo Varillas,5,2,0.5,0.7071067811865476
951,Offset,4,2,0.0,0.0
952,Village People,4,1,,
953,Roland Kaiser,4,1,,
954,Magdalena Ganter,4,1,,
955,Desireless,4,1,,
956,Richard Strauss,4,1,,
957,Alan Silvestri,4,1,,
958,Franz Liszt,4,1,,
959,Slumdogs,4,4,0.0,0.0
960,Moby,4,2,2.0,1.4142135623730951
961,AFROJACK,4,2,2.0,1.4142135623730951
962,Jean-Philippe Rameau,4,1,,
963,Jürgen Drews,4,1,,
964,Aérotique,4,1,,
965,Bruno Coulais,4,1,,
966,Andrea Berg,4,1,,
967,Dominik Hauser,4,1,,
968,Sting,4,4,0.0,0.0
969,KT Tunstall,4,1,,
970,Culture Beat,4,3,0.3333333333333333,0.5773502691896257
971,DVBBS,4,3,0.3333333333333333,0.5773502691896257
972,John Farnham,4,1,,
973,Duke Dumont,4,4,0.0,0.0
974,SAMY,4,1,,
975,Nicholas Hooper,4,1,,
976,Waterflame,4,4,0.0,0.0
977,S.Castro,4,2,2.0,1.4142135623730951
978,Niccolò Paganini,4,1,,
979,Gentleman,4,4,0.0,0.0
980,Dave Porter,4,1,,
981,Denzel Curry,4,1,,
982,Don Diablo,4,3,0.3333333333333333,0.5773502691896257
983,Michael Calfan,4,2,2.0,1.4142135623730951
984,Bipolar Sunshine,4,1,,
985,Liquido,4,1,,
986,Edward Elgar,4,1,,
987,A Boogie Wit da Hoodie,4,3,0.3333333333333333,0.5773502691896257
988,Alina Baraz,4,1,,
989,Fabrizio Paterlini,4,4,0.0,0.0
990,Duffy,4,1,,
991,Bukowski,4,1,,
992,Lighthouse Family,4,1,,
993,Klangkarussell,4,2,2.0,1.4142135623730951
994,Stereoact,4,1,,
995,One-T,4,1,,
996,Cartoon,4,2,2.0,1.4142135623730951
997,Carlene Carter,4,1,,
998,Modjo Band,4,1,,
999,Lou Bega,4,2,2.0,1.4142135623730951
1000,Baba Saad,4,3,0.3333333333333333,0.5773502691896257
1001,Chris Rea,4,3,0.3333333333333333,0.5773502691896257
1002,Robin Gibb,4,1,,
1003,Sarah Connor,4,3,0.3333333333333333,0.5773502691896257
1004,Lene Marlin,4,1,,
1005,Aloe Blacc,4,2,0.0,0.0
1006,grandson,4,2,2.0,1.4142135623730951
1007,Bananarama,4,1,,
1008,Finger & Kadel,4,2,2.0,1.4142135623730951
1009,Toploader,4,1,,
1010,Keith Richards,4,1,,
1011,The Red Army Choir,4,1,,
1012,Mike + The Mechanics,4,1,,
1013,Nik Kershaw,4,1,,
1014,Scorpions,4,1,,
1015,The Connells,4,1,,
1016,ArrDee,4,3,0.3333333333333333,0.5773502691896257
1017,Jeff Beal,4,1,,
1018,Natalie Imbruglia,4,1,,
1019,Die Sacknähte,4,1,,
1020,DRAM,4,2,2.0,1.4142135623730951
1021,Elias,4,4,0.0,0.0
1022,Erasure,4,4,0.0,0.0
1023,Niqo Nuevo,4,4,0.0,0.0
1024,Ultravox,4,3,0.3333333333333333,0.5773502691896257
1025,Fever Ray,4,1,,
1026,Nena,4,2,2.0,1.4142135623730951
1027,Apparat,4,1,,
1028,John Legend,4,3,0.3333333333333333,0.5773502691896257
1029,Pat Benatar,4,1,,
1030,2raumwohnung,4,3,0.3333333333333333,0.5773502691896257
1031,Belly,4,1,,
1032,Jeremy Soule,4,2,2.0,1.4142135623730951
1033,Madness,4,1,,
1034,Cyndi Lauper,4,2,2.0,1.4142135623730951
1035,Charming Horses,4,2,2.0,1.4142135623730951
1036,Big Shaq,4,3,0.3333333333333333,0.5773502691896257
1037,Syn Cole,4,3,0.3333333333333333,0.5773502691896257
1038,Holly Valance,4,1,,
1039,Haze,4,2,0.0,0.0
1040,Harry Styles,4,3,0.3333333333333333,0.5773502691896257
1041,Björk,4,4,0.0,0.0
1042,Tim Bendzko,4,2,2.0,1.4142135623730951
1043,Bag Raiders,4,1,,
1044,Vince Staples,4,2,0.0,0.0
1045,Krept & Konan,4,1,,
1046,OOMPH!,4,3,0.3333333333333333,0.5773502691896257
1047,Fahrenhaidt,4,4,0.0,0.0
1048,Pia Mia,4,1,,
1049,Juicy J,4,2,0.0,0.0
1050,Glenn Stafford,4,4,0.0,0.0
1051,Ace of Base,4,2,2.0,1.4142135623730951
1052,The Rasmus,4,1,,
1053,HEDEGAARD,4,2,0.0,0.0
1054,AWOLNATION,4,1,,
1055,Dresses,4,1,,
1056,NEIKED,4,1,,
1057,Yazoo,4,3,0.3333333333333333,0.5773502691896257
1058,Johannes Bornlöf,4,3,0.3333333333333333,0.5773502691896257
1059,Jeremih,4,1,,
1060,Yelawolf,4,2,0.0,0.0
1061,Tom Odell,4,3,0.3333333333333333,0.5773502691896257
1062,Beach House,4,3,0.3333333333333333,0.5773502691896257
1063,Rolf Zuckowski,4,2,0.0,0.0
1064,The 1975,4,3,0.3333333333333333,0.5773502691896257
1065,Alicia Keys,4,3,0.3333333333333333,0.5773502691896257
1066,Alpa Gun,4,1,,
1067,Nazar,4,4,0.0,0.0
1068,Milky Chance,4,3,0.3333333333333333,0.5773502691896257
1069,Mike Candys,4,3,0.3333333333333333,0.5773502691896257
1070,R.I.O.,4,4,0.0,0.0
1071,Ella Fitzgerald,4,1,,
1072,Guy Sebastian,4,3,0.3333333333333333,0.5773502691896257
1073,Kiesza,4,2,2.0,1.4142135623730951
1074,Anfa Rose,4,1,,
1075,Capital Cities,4,1,,
1076,Monsterheart,4,1,,
1077,Black Sea Dahu,4,2,0.0,0.0
1078,Lenny Kravitz,4,2,2.0,1.4142135623730951
1079,Mariybu,4,4,0.0,0.0
1080,Milow,4,2,2.0,1.4142135623730951
1081,Texas,4,1,,
1082,Caroline Shaw,4,1,,
1083,Naeleck,4,1,,
1084,Right Said Fred,4,1,,
1085,Rockwell,4,1,,
1086,Bronski Beat,4,1,,
1087,Andreas Bourani,4,3,0.3333333333333333,0.5773502691896257
1088,No Doubt,4,1,,
1089,Stomper,4,1,,
1090,Charlie Winston,4,2,2.0,1.4142135623730951
1091,MHD,4,3,0.3333333333333333,0.5773502691896257
1092,The Buggles,3,1,,
1093,Sixpence None The Richer,3,1,,
1094,Rosswell,3,1,,
1095,Trublnce,3,3,0.0,0.0
1096,Mazzy Star,3,1,,
1097,SNAP!,3,1,,
1098,Svaba Ortak,3,1,,
1099,Scissor Sisters,3,2,0.5,0.7071067811865476
1100,Bonde R300,3,1,,
1101,Kaiser Chiefs,3,1,,
1102,Feu! Chatterton,3,1,,
1103,Jeezy,3,1,,
1104,Welan Edvee,3,1,,
1105,Des'ree,3,1,,
1106,JEREMIAS,3,3,0.0,0.0
1107,Sirena,3,1,,
1108,Julia Michaels,3,1,,
1109,Ne-Yo,3,3,0.0,0.0
1110,Rick Ross,3,2,0.5,0.7071067811865476
1111,DTF,3,2,0.5,0.7071067811865476
1112,Robin Thicke,3,3,0.0,0.0
1113,YUNGBLUD,3,3,0.0,0.0
1114,Bodybangers,3,2,0.5,0.7071067811865476
1115,Tory Lanez,3,2,0.5,0.7071067811865476
1116,OMFG,3,2,0.5,0.7071067811865476
1117,Reda Rwena,3,1,,
1118,Daughter,3,3,0.0,0.0
1119,Jamie-Lee,3,1,,
1120,Barei,3,1,,
1121,Gabriela Gunčíková,3,1,,
1122,Frank Ocean,3,2,0.5,0.7071067811865476
1123,Pedaz,3,1,,
1124,Wham!,3,1,,
1125,Robyn,3,1,,
1126,absent,3,1,,
1127,Timmy Trumpet,3,3,0.0,0.0
1128,Spandau Ballet,3,2,0.5,0.7071067811865476
1129,Santigold,3,2,0.5,0.7071067811865476
1130,Patrick Hernandez,3,1,,
1131,The Shock Band,3,1,,
1132,Hasenscheisse,3,1,,
