uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
spotify:track:0tdcsKjmSmlGGeDbRIN4eq,0.894,0.352,229547,0.176,1.51e-06,9,0.0862,-12.738,0,0.0305,104.18,4,0.156
spotify:track:62dcN7wMVyBfvpjkqWbYHT,0.74,0.651,375800,0.338,0.0318,4,0.127,-11.119,0,0.0355,97.884,4,0.463
spotify:track:5KhtfxmVLso0pQfnZ49h36,0.192,0.491,183507,0.605,0.0,7,0.289,-10.098,1,0.0367,151.416,4,0.903
spotify:track:5MNX5EUXOPzu17gqwSWnPU,0.532,0.51,374933,0.39,0.000226,9,0.13,-9.47,1,0.044,141.212,4,0.359
spotify:track:1VsGYaCBFjCVudtX9IGqDg,0.276,0.329,260387,0.477,0.0139,4,0.136,-10.266,1,0.034,143.532,4,0.182
spotify:track:4pGWgMDgwUQiKOHBUJquKd,0.382,0.702,220920,0.846,0.306,7,0.187,-6.555,1,0.0296,142.433,4,0.949
spotify:track:4dBI72rgkmG0gTzswyBTzz,0.23,0.518,265547,0.385,0.000226,4,0.124,-14.636,1,0.0339,86.604,3,0.712
spotify:track:6CKoWCWAqEVWVjpeoJXyNH,0.693,0.537,279227,0.372,0.00107,6,0.083,-10.08,0,0.0331,83.94,4,0.244
spotify:track:3d24F0pqR25TiTAye57nlP,0.827,0.653,225248,0.407,1.13e-05,5,0.149,-9.326,0,0.0583,120.201,4,0.587
spotify:track:5FIHhpxY8oRyWlfFtSQ50R,0.25,0.565,526080,0.669,0.0245,7,0.979,-8.328,1,0.102,82.166,4,0.541
spotify:track:3N1g3qUrzzYfUW0wtsY0Lc,0.384,0.594,210280,0.715,0.0,7,0.103,-4.755,1,0.0263,130.864,4,0.764
spotify:track:7xOyhmrvCTViF2dqboiKZO,0.595,0.677,219827,0.491,0.000131,7,0.12,-8.514,1,0.0233,91.784,4,0.647
spotify:track:3OfttbJAJNvkI4VwtZD2E7,0.436,0.637,167347,0.58,0.00017,4,0.16,-9.417,1,0.0278,99.247,4,0.96
spotify:track:6I2P6jw1tvm39Zp4Scppic,0.403,0.588,252307,0.739,0.000105,7,0.0826,-6.58,1,0.0376,90.366,4,0.711
spotify:track:08ofZkFlCJRr1gVmL9ELUW,0.563,0.596,382118,0.437,0.0251,5,0.366,-10.579,0,0.0699,119.65,4,0.545
spotify:track:5uqmyJLQAsGhzykrI01yJI,0.445,0.403,356775,0.604,0.052,7,0.229,-7.317,1,0.0325,154.141,4,0.79
spotify:track:4beWEVoUbjSziAFPy8voaF,0.382,0.474,249627,0.351,0.00108,7,0.0802,-8.296,1,0.0286,140.804,4,0.235
spotify:track:6KHNMPZTSif1zFbFKErpNU,0.501,0.606,274040,0.282,8.3e-06,9,0.152,-12.207,0,0.0339,67.409,4,0.563
spotify:track:1TdhTbkItWqQETaVUFOXOW,0.528,0.725,280435,0.359,0.00036,5,0.216,-9.547,0,0.0507,124.292,4,0.394
spotify:track:5UF8X6HxQH509mkiRSljoR,0.585,0.478,339080,0.479,0.00159,9,0.192,-7.026,1,0.0279,82.465,3,0.431
spotify:track:0Q07lwH2dNMPjsFIIdsInj,0.067,0.396,193920,0.744,0.429,1,0.0803,-5.308,1,0.0654,187.514,4,0.164
spotify:track:2tTtNsNbomrZRkaiI9bmSx,0.163,0.778,241480,0.861,0.0,9,0.385,-4.528,1,0.241,104.093,4,0.545
spotify:track:6hwWPRDh6wL6VsemOZEsl8,0.188,0.384,118413,0.927,6.99e-06,9,0.428,-4.997,0,0.136,145.27,4,0.479
spotify:track:0fSjCWNcKwXi67UpDVqtBU,0.724,0.478,234680,0.813,0.0,4,0.987,-3.618,0,0.295,116.85,4,0.473
spotify:track:5xHsCP8H5rlTegxgS3wvLS,0.0834,0.838,203827,0.504,0.0,8,0.301,-10.355,1,0.245,104.949,4,0.612
spotify:track:1x4L0kuqFaIdOYENE3I7xK,0.0198,0.766,194613,0.896,2.22e-06,10,0.095,-4.767,0,0.082,87.976,4,0.812
spotify:track:1dxy88oPzmIN9QAyCNfXmW,0.408,0.58,236384,0.551,0.0,10,0.395,-5.768,0,0.0548,76.103,4,0.418
spotify:track:01JPQ87UHeGysPVwTqMJHK,0.274,0.649,264098,0.478,0.0,7,0.176,-7.503,0,0.0481,99.967,4,0.151
spotify:track:0At2qAoaVjIwWNAqrscXli,0.0862,0.561,256064,0.779,0.0,10,0.078,-5.107,0,0.0531,81.965,4,0.235
spotify:track:6CTWathupIiDs7U4InHnDA,0.222,0.477,213993,0.609,0.0,11,0.107,-5.628,0,0.144,79.884,4,0.357
spotify:track:5VqKdNoamMXrmRmqVmi9ke,0.211,0.642,184959,0.614,0.0,4,0.123,-5.335,0,0.394,99.568,4,0.43
spotify:track:2Ymig15Ykfk10tAS3fCoij,0.0355,0.619,235673,0.575,0.0,5,0.0996,-7.24,0,0.0531,106.702,4,0.138
spotify:track:0gJ9wUs6cfnyZXN8U58vAx,0.045,0.665,279549,0.682,0.0,4,0.104,-4.912,0,0.0602,96.955,4,0.0905
spotify:track:1tQsStMyJ0tciJ5Z4MUg66,0.0442,0.713,253520,0.4,3.98e-06,10,0.104,-8.551,0,0.141,114.976,4,0.0399
spotify:track:7tCHpjktA50ihtkLz6bAnn,0.0597,0.635,175493,0.914,0.0,0,0.601,-5.631,1,0.111,156.014,4,0.922
spotify:track:6jHvX8ZnHKC1PnrPMJ0Emt,0.0807,0.636,208760,0.676,0.0,2,0.0831,-3.442,1,0.0263,113.98,4,0.273
spotify:track:4UyAtnwhaKv7EG1BdkBYRI,0.011,0.719,187973,0.895,3.65e-05,1,0.0731,-3.263,1,0.0371,100.962,4,0.745
spotify:track:1t8uwF2zfqsqy0s4EtWDrS,0.00414,0.445,247240,0.847,0.0875,2,0.207,-6.632,1,0.0435,143.766,4,0.448
spotify:track:4cAyxZSDlcVS6CYaeBYrIJ,0.0289,0.71,207320,0.847,0.00033,0,0.0613,-3.009,1,0.0892,119.944,4,0.65
spotify:track:0RbcDELsGTciLeMGsSdJAc,0.0018,0.52,163200,0.931,0.000306,4,0.115,-3.051,1,0.0969,166.018,4,0.557
spotify:track:4Y6GIje3GErVRIq1Ff5BJq,0.00122,0.705,226533,0.728,0.0693,4,0.0753,-3.184,0,0.035,109.991,4,0.966
spotify:track:1KuVdyg8d6NlRhbpHxg5UF,0.0119,0.668,219053,0.913,6.7e-06,9,0.111,-3.097,1,0.0348,132.039,4,0.933
spotify:track:6dHv34CosimJkbVoTuA2CZ,0.634,0.495,278696,0.214,1.69e-06,1,0.114,-10.818,1,0.0326,114.694,3,0.176
spotify:track:1RiwDrjrognYUCy6Sk9Rw6,0.503,0.56,379427,0.266,0.000299,7,0.108,-13.659,1,0.0266,108.033,4,0.153
spotify:track:5qninDC32ywn4sOtBwwACO,0.0783,0.557,304517,0.533,0.00955,4,0.413,-6.114,0,0.03,92.999,4,0.157
spotify:track:050iNgNKEUrJboOnH4Jhm6,0.475,0.586,189800,0.633,4.29e-06,3,0.164,-7.688,1,0.0318,148.984,4,0.445
spotify:track:7MEwzTNtCNFV1iGq32FX5Y,0.534,0.499,220380,0.926,0.752,0,0.158,-7.326,1,0.0396,95.015,4,0.216
spotify:track:6XcfREZnkvLzUF7FmCIViL,0.801,0.712,182595,0.255,5.19e-05,3,0.0985,-11.686,1,0.0644,153.949,4,0.49
spotify:track:7Kf4l9k4aYocJVMrUQci54,0.859,0.606,162000,0.316,0.219,7,0.655,-16.754,1,0.0361,86.985,4,0.506
spotify:track:5tN9DIZ5AfVQev3on271ag,0.824,0.65,200769,0.168,0.0,11,0.0849,-16.333,1,0.0399,129.659,4,0.771
spotify:track:10nyUVAKkCUqnc6FzjNewj,0.895,0.463,230000,0.171,0.000385,3,0.103,-14.96,0,0.0329,125.302,3,0.169
spotify:track:6fT7QIf55thVWCZyEnaHk0,0.0888,0.664,220208,0.691,0.000592,7,0.174,-8.451,1,0.194,80.001,4,0.637
spotify:track:4jAIqgrPjKLTY9Gbez25Qb,0.0392,0.575,172213,0.621,0.0045,10,0.141,-8.165,0,0.032,101.987,4,0.27
spotify:track:07Oz5StQ7GRoygNLaXs2pd,0.298,0.668,159011,0.892,0.0,5,0.735,-3.001,0,0.0645,95.927,4,0.478
spotify:track:2bBSKXRsX0MDrMolVom4jy,0.832,0.429,257827,0.536,0.00662,2,0.0757,-9.114,1,0.0308,134.678,4,0.385
spotify:track:4bYRPHqa4EhjaEGuR4ZFrn,0.731,0.739,381468,0.303,0.000281,4,0.24,-11.986,1,0.0322,122.987,4,0.0499
spotify:track:0L3oQdYUvVbsOOPJSkZ3C3,0.242,0.397,268293,0.526,0.00537,5,0.108,-6.032,1,0.0288,64.895,4,0.497
spotify:track:2XiZN924Dye5VCgl2skr5M,0.828,0.431,283099,0.192,0.501,0,0.076,-13.585,1,0.0297,94.045,4,0.0388
spotify:track:7o8vTKpUe6GvlssjGhZk7d,0.938,0.665,202722,0.287,0.149,8,0.103,-14.923,1,0.04,133.924,4,0.386
spotify:track:2okkhK3YSRAhKP25Z4nziE,0.993,0.322,42933,0.0399,0.0576,10,0.0648,-19.078,1,0.0451,88.557,4,0.726
spotify:track:1OgCCcfw0bc7R9CNTzxBRD,0.904,0.381,151493,0.0968,0.96,9,0.107,-22.129,0,0.0383,121.948,3,0.0968
spotify:track:0g9BOSeEnmv7L2qoFQKyBB,0.213,0.694,186643,0.664,4.3e-05,7,0.394,-6.729,1,0.0603,129.946,4,0.639
spotify:track:3Zu7o7wkuuwT8WCU09uDYW,0.0012,0.512,200105,0.644,0.000122,6,0.182,-6.621,0,0.0292,95.488,4,0.326
spotify:track:1iKit9CD5lmN9vrd6VoG6w,0.177,0.537,174512,0.707,6.94e-05,11,0.368,-6.966,1,0.238,167.929,4,0.779
spotify:track:11kCND5jgGIYgRaEIpfi5E,0.498,0.433,173860,0.338,1.75e-06,9,0.11,-8.452,1,0.0714,140.392,4,0.237
spotify:track:01T0Kq5YOIRF9BQRXJsyfe,0.00144,0.56,217893,0.928,0.00295,6,0.318,-4.594,1,0.0559,115.204,4,0.615
spotify:track:0PVLf0Ktz17BQqA1aY0H3u,0.392,0.621,261907,0.707,0.0235,7,0.09,-5.059,1,0.0463,114.813,4,0.809
spotify:track:4Mqj2CeBGoumBTiwCjpsV2,0.0147,0.417,187187,0.897,0.0,6,0.117,-0.744,0,0.0498,127.276,4,0.733
spotify:track:7mHKh4SM1RrPfGqcSLnzkq,0.415,0.74,463400,0.714,0.0,7,0.117,-6.407,1,0.0559,140.042,4,0.816
spotify:track:5D2NQR0HLYIeyEtCQ8zAM6,0.695,0.47,279387,0.39,0.000106,0,0.153,-8.652,1,0.0305,185.443,3,0.784
spotify:track:1MSpMmbhbNYVgoL1B3A0B5,0.675,0.43,299733,0.375,0.0401,2,0.127,-12.437,1,0.0726,152.693,3,0.228
spotify:track:4h5YKBdOncDaKN4jXavfSm,0.467,0.44,396213,0.759,0.0189,4,0.0765,-9.109,1,0.108,178.407,4,0.531
spotify:track:7qEHsqek33rTcFNT9PFqLf,0.751,0.501,182161,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,4,0.446
spotify:track:6Uc4EHr3ktYmLfLDY7LifJ,0.257,0.631,206373,0.533,0.0,1,0.351,-5.965,1,0.0518,135.002,4,0.428
spotify:track:2KV6j7i6JUPQY3PS6aNvMg,0.00269,0.723,182533,0.924,0.00248,10,0.0817,-5.669,0,0.0559,122.004,4,0.58
spotify:track:3UBE9swDF71ARoV42g6Fcx,0.0226,0.555,161573,0.473,0.00831,5,0.107,-8.494,1,0.176,115.011,4,0.244
spotify:track:4mDLApzbhjNSutiW2EOakg,0.2,0.407,174427,0.52,0.000199,4,0.0878,-7.33,0,0.201,169.758,4,0.411
spotify:track:10OJeHia1lrq7OCY2lSJiP,0.988,0.221,414107,0.012,0.00246,9,0.0783,-24.027,0,0.044,135.758,4,0.0394
spotify:track:1vXFnAO7zu7n0ErcJmGLZF,0.742,0.487,231067,0.439,0.0,0,0.091,-11.316,1,0.392,91.582,4,0.369
spotify:track:3PAptX72PPmjj1Igms0zjo,0.81,0.471,211227,0.411,0.0,0,0.135,-9.5,1,0.295,89.484,1,0.363
spotify:track:2SuoijtB0vkaXakZ0zgw6h,0.0218,0.885,162053,0.665,2.44e-06,0,0.237,-8.889,1,0.252,123.021,4,0.587
spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.382,0.414,377093,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282
spotify:track:1UL8GkVAs6UcWF6BZ3DYZt,0.203,0.572,145560,0.728,0.00263,7,0.231,-5.534,1,0.0275,75.179,4,0.535
spotify:track:1eT2CjXwFXNx6oY5ydvzKU,0.091,0.462,238854,0.632,0.0,5,0.397,-7.438,1,0.0248,74.268,4,0.585
spotify:track:7vJS1DPc3FzBtqBs8n3mW5,0.065,0.727,171840,0.583,0.0,7,0.106,-7.385,0,0.0719,147.987,4,0.629
spotify:track:3Z63jbwlq0u9IefkvpEj1T,0.041,0.314,180280,0.772,0.0,10,0.0847,-4.406,1,0.0923,207.749,4,0.744
spotify:track:5GMaaILYpTiAo1SAhvvBKi,0.482,0.644,149000,0.573,0.0,5,0.311,-6.804,0,0.0859,111.895,4,0.802
spotify:track:4XGImvppXGmUZok02SDAi8,0.796,0.548,108000,0.499,0.924,11,0.315,-9.936,1,0.0504,127.822,3,0.255
spotify:track:2ksp1GO0vYoisgb0uiAmcE,0.824,0.629,513134,0.451,2.32e-05,6,0.0796,-10.901,0,0.0432,97.035,4,0.255
spotify:track:7l7wf0bvsjPnTP1pPESqpI,0.896,0.356,430262,0.161,0.0,0,0.342,-14.161,0,0.0388,158.502,3,0.391
spotify:track:785zC1QeeYV30zazTED6j9,0.0415,0.487,110893,0.886,1.19e-05,11,0.432,-17.448,1,0.861,98.044,4,0.0549
spotify:track:1tGUGrEHNX5Ld6aXDSAOhS,0.994,0.336,244000,0.0212,0.000391,6,0.115,-21.25,1,0.0405,137.53,3,0.118
spotify:track:13ZpvzL10nw52uCDY13SkF,0.0846,0.475,288014,0.824,0.155,11,0.136,-4.935,0,0.0395,117.239,4,0.408
spotify:track:5LhyFxO3UF6Qci4kGOYd8E,0.0326,0.866,275505,0.906,0.282,11,0.1,-3.899,0,0.0757,122.028,4,0.659
spotify:track:7IoV5eGR85wUOXjninlmNu,0.558,0.541,234040,0.646,0.00157,9,0.101,-6.451,1,0.226,84.832,4,0.47
spotify:track:4cS36mHxfQuvYpTKhBRzb5,0.944,0.375,213183,0.248,2.09e-06,2,0.106,-12.183,1,0.041,113.958,3,0.14
spotify:track:7dFC7tmwFknyPq3k32jiik,0.0124,0.794,183290,0.793,0.0,11,0.0953,-4.521,0,0.0825,123.947,4,0.682
spotify:track:1IqNNPknTO8UzvnmMZPiPL,0.48,0.646,183144,0.391,0.612,11,0.081,-19.221,1,0.0304,79.991,4,0.273
spotify:track:4LFwNJWoj74Yd71fIr1W8x,0.8,0.395,264333,0.252,0.0,0,0.101,-13.589,1,0.0301,177.679,4,0.126
spotify:track:7MiZjKawmXTsTNePyTfPyL,0.702,0.391,131272,0.396,0.405,1,0.315,-8.621,0,0.189,99.112,5,0.199
spotify:track:6ZT3coOj97F6CVvruPtnox,0.000599,0.487,324807,0.68,0.0339,7,0.144,-8.497,0,0.0408,94.46,3,0.0752
spotify:track:1qpAcaWiyoR9Dy0u5s8tgR,0.906,0.498,315814,0.348,0.743,6,0.115,-12.271,1,0.0663,152.079,4,0.233
spotify:track:7fkRofwWcImujXdqaotyeZ,0.213,0.464,177121,0.783,0.642,2,0.543,-9.136,1,0.0489,131.938,4,0.0651
spotify:track:3eWHAETosb9gqoHjg6SLmW,0.209,0.667,174359,0.565,0.823,1,0.326,-9.261,1,0.0288,117.004,4,0.454
spotify:track:4E8pY7RmcGQl4K18yrBaI2,0.457,0.636,292206,0.413,0.647,1,0.0764,-12.497,0,0.0318,138.067,4,0.393
spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,0.404,0.641,202193,0.559,0.00402,7,0.0937,-11.132,0,0.0355,144.982,4,0.523
spotify:track:3lG6OtGDsYAOALxEmubQQm,0.969,0.467,272485,0.119,1.4e-06,2,0.0973,-10.99,1,0.0401,70.499,4,0.156
spotify:track:78MI7mu1LV1k4IA2HzKmHe,0.913,0.443,185160,0.104,0.0,0,0.191,-17.042,1,0.101,76.474,4,0.394
spotify:track:1uTeYqdZf9oYwgkhE0hlf0,0.609,0.839,128916,0.316,0.0004,1,0.103,-7.57,0,0.224,148.094,4,0.531
spotify:track:1jRkuYHyatBvDgWTGbJcIs,0.61,0.89,187270,0.453,0.0,3,0.0786,-10.041,0,0.0782,119.98,4,0.703
spotify:track:6OUTgnIXlKMpbGWQ728Ugn,0.429,0.513,360055,0.301,0.00487,10,0.48,-11.569,1,0.0573,65.437,4,0.262
spotify:track:0YAl8ZpJerzbEKxn9Tf10z,0.0194,0.699,176274,0.534,0.894,6,0.109,-11.922,1,0.129,74.999,4,0.545
spotify:track:3I0VJgR5SqecpV6rzmeazU,0.85,0.481,289339,0.195,0.0,9,0.71,-11.023,1,0.0532,101.04,4,0.387
spotify:track:1Z1jMk4cza22H8QTP5Qpvx,0.763,0.477,245227,0.326,0.00265,1,0.0963,-10.632,0,0.0278,136.227,4,0.0693
spotify:track:6IqWV8YdV3Xm8WNTMwiwZW,0.722,0.726,186000,0.427,0.00013,9,0.11,-13.018,0,0.05,120.2,4,0.671
spotify:track:4y4BjkAk3VMvZV8ocRtO7l,0.154,0.573,284782,0.333,0.1,9,0.124,-10.905,1,0.0347,74.943,4,0.0621
spotify:track:3QskHwIeFGegJtkyjXIySQ,0.328,0.562,188909,0.519,0.00108,5,0.175,-8.237,1,0.0405,151.409,4,0.138
spotify:track:4fyQMAdE0ghFnQZnIng3pQ,0.647,0.607,171050,0.393,8.18e-06,5,0.137,-13.024,1,0.0302,112.636,4,0.352
spotify:track:1HZxwr7sLtJzK6Jt2G6cu0,0.0024,0.554,224064,0.786,0.0,9,0.148,-4.288,1,0.0492,120.055,4,0.358
spotify:track:6hkr5ZGVOt3Z2BNGE6yqpB,0.0132,0.774,232123,0.573,0.0,10,0.145,-9.098,1,0.14,141.885,4,0.4
spotify:track:1jg9clsGCDqOumfS0X5xm9,0.109,0.735,194440,0.514,0.0,7,0.359,-5.464,1,0.082,77.566,4,0.517
spotify:track:3Y16tCwH1qvcCsb3J67ytS,0.519,0.584,163133,0.578,0.0,10,0.137,-5.438,1,0.057,93.499,4,0.75
spotify:track:5ZbrBDvGzwYLs8DQftuGmH,0.154,0.358,155526,0.644,0.0,5,0.0898,-8.027,0,0.0811,152.085,4,0.436
spotify:track:5hySKQQSkjRuhkLDBZ5hFd,0.837,0.412,223865,0.369,3.13e-05,3,0.11,-11.882,1,0.0299,176.16,4,0.33
spotify:track:4gFakkHz0RjUrbf9Ufilb7,0.585,0.585,300499,0.348,7.47e-05,11,0.101,-10.268,1,0.0361,109.97,4,0.101
spotify:track:4ODkfV7sBaMiRMhNGO0kZu,0.612,0.386,308080,0.454,0.0141,3,0.125,-6.851,1,0.0426,213.982,3,0.253
spotify:track:0q7IjJDZpFePzeroK9IMbm,0.248,0.735,263480,0.326,0.00245,0,0.163,-9.423,1,0.091,131.273,4,0.185
spotify:track:5hWGPbdgU9YzMc8CXxQLUm,0.492,0.566,286560,0.479,3.89e-05,5,0.487,-9.405,0,0.0633,127.858,4,0.466
spotify:track:2KfL1EsYMX8iAoahSXkfKm,0.338,0.437,233373,0.748,0.00476,7,0.145,-7.335,1,0.0309,172.858,3,0.756
spotify:track:68NeGT8B0AXhItpvdkF5xM,0.401,0.633,338293,0.632,5.83e-05,0,0.372,-9.441,1,0.0835,130.318,4,0.597
spotify:track:632gXr9GJAsy7UBd7Dg7G4,0.104,0.535,192945,0.646,0.0,0,0.0818,-4.377,1,0.0294,97.963,3,0.37
spotify:track:6UcQhGTtA7j1OtkbMDVsBv,0.00114,0.657,203342,0.96,0.345,1,0.0726,-4.923,1,0.0664,124.998,4,0.537
spotify:track:5xN8ZscsN0XCO2pzNhic4J,0.0214,0.794,279132,0.949,0.227,2,0.0391,-4.44,1,0.0544,121.981,4,0.279
spotify:track:3NfxSdJnVdon1axzloJgba,0.478,0.592,216773,0.355,0.0,9,0.0585,-14.051,1,0.0352,133.032,4,0.499
spotify:track:05XkMS2YVNfPNXepMScPRJ,0.872,0.512,188360,0.415,0.0,7,0.184,-7.642,1,0.0608,147.2,4,0.714
spotify:track:2DpJ9T2RVRanZcYFHKOAfA,0.747,0.547,154733,0.335,0.0,4,0.101,-9.2,0,0.0307,115.838,3,0.474
spotify:track:7sO8fLoq7H3er7C24UtLiF,0.925,0.283,246160,0.0738,0.0,7,0.105,-23.595,1,0.0763,72.034,4,0.223
spotify:track:3BQHpFgAp4l80e1XslIjNI,0.879,0.332,125667,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.524,4,0.315
spotify:track:1udKn1oNKYQSQ9OmiIWCMu,0.213,0.553,125827,0.738,0.0,0,0.339,-7.963,1,0.0457,138.602,4,0.759
spotify:track:4GipxMgLhzh1cFW5U1HH6t,0.915,0.574,190480,0.364,9.98e-06,11,0.137,-9.672,0,0.0365,112.094,3,0.398
spotify:track:1qHrF4XOI6Pliy7atNjLds,0.975,0.247,245880,0.072,0.631,8,0.101,-13.544,1,0.032,173.372,3,0.0872
spotify:track:5LxvwujISqiB8vpRYv887S,0.305,0.469,176333,0.538,0.000114,8,0.37,-13.559,1,0.0575,196.606,4,0.885
spotify:track:3KfbEIOC7YIv90FIfNSZpo,0.449,0.688,146333,0.435,0.0,9,0.113,-11.359,1,0.0323,103.239,4,0.435
spotify:track:7G9srAnR3cJPbSVvgOXbJp,0.246,0.63,333631,0.394,0.00124,8,0.634,-10.39,1,0.0371,62.649,4,0.495
spotify:track:1yvFoBp2Bq1ilD0518ZpQx,0.0184,0.932,155990,0.775,0.0157,7,0.318,-5.345,0,0.115,119.976,4,0.584
spotify:track:2gOmp87hlcZrEqrVw9Nmkp,0.783,0.658,222227,0.434,0.0,1,0.22,-12.66,1,0.0905,107.679,4,0.611
spotify:track:6ywdHWUxlukls1CtrHVJiG,0.173,0.803,162080,0.468,0.0,0,0.279,-7.871,1,0.0534,82.194,4,0.704
spotify:track:5f34e0DN70yZT2SuDcHYuw,0.914,0.827,131200,0.299,3.26e-05,9,0.109,-12.146,1,0.0501,74.969,4,0.774
spotify:track:4NcOZUafqV3t2nZKsJgaiv,0.503,0.819,100571,0.172,0.179,0,0.124,-21.27,1,0.0837,110.796,5,0.19
spotify:track:7f0AxoBQnHdRjr9tzxHcZs,0.994,0.276,109346,0.0514,0.187,9,0.128,-23.955,1,0.042,101.265,3,0.254
spotify:track:1y5FGDQHfDOSIRye0jkoBt,0.324,0.628,218107,0.595,0.025,8,0.445,-4.781,0,0.08,140.129,4,0.309
spotify:track:60zOOcCEiHvlK8aneBS74M,0.832,0.666,254480,0.228,0.000323,5,0.168,-8.415,0,0.0468,131.766,4,0.178
spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,0.902,0.704,245426,0.225,0.657,6,0.106,-14.454,0,0.0994,120.006,4,0.243
spotify:track:0Z26mbSHJ1dkUu7g9DDgif,0.128,0.57,171987,0.585,0.000105,8,0.111,-7.041,1,0.251,97.285,4,0.378
spotify:track:7ce20yLkzuXXLUhzIDoZih,0.604,0.459,215107,0.575,0.0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183
spotify:track:1iQDltZqI7BXnHrFy4Qo1k,0.56,0.619,184280,0.459,0.0,7,0.137,-5.782,0,0.0334,126.803,4,0.498
spotify:track:1HtVsgnoYV6TTJKLs7Fnr2,0.138,0.494,187062,0.525,0.00269,4,0.094,-8.147,1,0.0419,81.441,4,0.433
spotify:track:2pyIlLXXcTLfx92JXOzOAN,0.0405,0.639,161199,0.689,0.000323,2,0.284,-6.469,0,0.0325,114.452,4,0.94
spotify:track:0WIYPx6ro2OgzcPQCw3asg,0.00118,0.399,242000,0.889,0.0013,0,0.955,-7.012,1,0.106,117.972,4,0.357
spotify:track:7ut4WJIDMSfA1jSFx8eb4i,0.119,0.481,197881,0.723,0.0271,7,0.0875,-8.735,1,0.0267,107.111,4,0.696
spotify:track:4WF7zntvHfsUAw0m3noWby,0.905,0.419,474120,0.264,0.0,4,0.108,-10.221,0,0.0451,155.893,3,0.537
spotify:track:2hyXvK4P4cZmJoeqhEicjv,0.349,0.623,295560,0.634,0.000191,7,0.0845,-7.957,1,0.0426,89.027,4,0.843
spotify:track:4O8WlHhfC3eS7i0MsfmQMP,0.761,0.605,282683,0.5,4.42e-05,1,0.099,-7.498,0,0.0684,207.878,4,0.949
spotify:track:2WH4oy1SYppZrcdgKwSA0j,0.0304,0.583,226321,0.68,0.0,7,0.189,-7.809,1,0.422,97.568,4,0.343
spotify:track:4PtEv3Cs0Gfb3NF2sVv9M3,0.623,0.624,232107,0.395,0.00082,11,0.17,-7.322,0,0.041,77.265,4,0.394
spotify:track:7JlmlA288PtSELP4OHJCEK,0.0961,0.428,233837,0.57,0.000141,11,0.341,-6.156,0,0.0353,87.916,4,0.299
spotify:track:0HWDiIwCsoBiFCBHcaJpPd,0.556,0.761,286933,0.578,0.00172,5,0.267,-9.85,0,0.0412,91.484,4,0.867
spotify:track:7rtxeUF1biwqeCymD0WZRi,0.432,0.525,213813,0.527,0.0,5,0.11,-8.217,1,0.0443,151.534,4,0.779
spotify:track:3ZbnfWinYJtT5LtKb5UMgr,0.412,0.766,221787,0.511,2.82e-05,7,0.16,-10.17,1,0.0738,163.434,4,0.779
spotify:track:43S4ehXSc80vmn9ZrxOtGg,0.623,0.486,173773,0.928,5.2e-05,9,0.563,-6.331,1,0.371,177.872,4,0.576
spotify:track:5LtGd9mQHiPm5cfRc8f4PP,0.209,0.735,187333,0.378,0.0,9,0.0737,-6.842,1,0.0488,95.073,4,0.726
spotify:track:5CBpjL5CL2NkQ0gLvIzoZU,0.163,0.66,383128,0.441,2.43e-05,2,0.16,-8.85,1,0.0316,76.061,4,0.603
spotify:track:5zMv6hOpodogQ6kFS49Jux,0.675,0.637,157371,0.39,0.0,2,0.0687,-8.915,1,0.23,99.831,4,0.579
spotify:track:3luGJdPSZpD7WlleoA1Awd,0.0106,0.762,178512,0.674,3.67e-06,9,0.0321,-5.146,1,0.0378,105.027,4,0.759
spotify:track:3IZbpOTbzQubQYBj74t3Qc,0.68,0.639,157371,0.389,0.0,2,0.0687,-8.915,1,0.232,99.734,4,0.587
spotify:track:5S0TmtHKfojlNR0gYu91dC,0.478,0.758,224612,0.361,0.000352,2,0.0817,-10.584,1,0.0453,106.946,4,0.332
spotify:track:19p3w8OVCqTb7k5XT7GVER,0.317,0.696,337075,0.368,0.00567,0,0.449,-10.872,1,0.0446,132.477,4,0.536
spotify:track:4pfhgOylRLcBll5JjUsJZj,0.802,0.737,190348,0.408,0.0,5,0.171,-7.941,1,0.104,127.918,4,0.374
spotify:track:0vz4iTEfsp2lunsRJeMzjj,0.539,0.451,426053,0.348,3.19e-06,9,0.143,-14.805,1,0.032,80.964,3,0.613
spotify:track:1zXW7LgFzw4jvSnbXtwAtP,0.231,0.714,226844,0.83,5.69e-05,5,0.194,-5.646,0,0.0725,98.052,4,0.905
spotify:track:0XTThEPWNlMsIagcBFoV9A,0.473,0.509,184773,0.853,0.0,1,0.122,-3.64,1,0.268,150.343,4,0.72
spotify:track:3giA329qo4Uaje0AznYqAZ,0.686,0.565,195920,0.534,0.00117,7,0.0853,-8.238,1,0.0707,145.859,3,0.506
spotify:track:0uSHKgNOrllkfSki78JMBK,0.00355,0.706,212293,0.819,5.83e-05,1,0.0292,-3.908,1,0.15,140.14,4,0.642
