uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
spotify:track:6dB14UPKgEDLTp38BIKk6N,0.257,0.358,203337,0.639,0.0,7,0.964,-4.938,1,0.0382,103.289,3,0.314
spotify:track:5qmcKqCKRb4EFwRTsndXNe,0.273,0.615,162876,0.945,0.0,9,0.962,-5.607,0,0.259,101.502,4,0.45
spotify:track:0ao5xnzWNAt0dZFF6v4Sct,0.158,0.603,188787,0.611,0.0,1,0.944,-4.177,1,0.0322,111.02,4,0.158
spotify:track:5XkiYqfFAXsXG4V2mGZET8,0.333,0.639,207000,0.625,0.0,7,0.398,-4.932,1,0.0509,100.015,4,0.482
spotify:track:58T204WTLWAs34lOvheS28,0.0421,0.673,150000,0.783,0.238,0,0.352,-6.997,1,0.0521,136.822,4,0.324
spotify:track:1IivtUqnUfW9jH3pM08D8U,0.0122,0.552,219013,0.577,0.000139,5,0.121,-7.107,1,0.0929,87.554,4,0.763
spotify:track:6Uv0CN7dQ55B0dnQYMyvL9,0.218,0.752,313907,0.595,0.406,7,0.108,-8.864,1,0.0367,130.001,4,0.763
spotify:track:44OfbgdqkUVB0Cr3RFs8rl,0.0874,0.672,158480,0.853,1.69e-05,0,0.133,-5.968,1,0.038,144.268,4,0.693
spotify:track:0P68LEI87lTQmR2wfV1qRf,0.595,0.654,119306,0.298,0.131,5,0.123,-14.265,1,0.158,172.92,4,0.341
spotify:track:0ciWILwjbCvPK9eCx7rWEz,0.584,0.813,192000,0.245,0.00682,1,0.0941,-11.82,0,0.185,129.99,4,0.137
spotify:track:3QiVfhX51WyQMz8mql5t4p,0.922,0.713,132308,0.294,0.00297,8,0.112,-13.07,0,0.218,155.999,4,0.511
spotify:track:0rIIDK6ygTvQVsNqbelvQj,0.000453,0.529,208125,0.706,0.833,6,0.269,-9.863,0,0.0299,143.981,4,0.67
spotify:track:2Dgx5Eetf5O32iQCDzkq6U,0.00161,0.554,181000,0.89,0.359,10,0.117,-4.893,0,0.0372,119.998,4,0.226
spotify:track:7KrHrG57P62Y40xpu9JpiV,0.235,0.48,146902,0.833,0.722,11,0.116,-12.611,1,0.0371,162.07,4,0.848
spotify:track:5dVt8p6SYNZjysDpeB8wPl,0.00408,0.721,229911,0.645,0.00179,9,0.0957,-7.837,0,0.0513,113.068,4,0.415
spotify:track:64eZ2hy7R21VDPgzeQrb9q,0.0388,0.669,260160,0.775,0.00349,1,0.118,-6.059,1,0.0275,132.019,4,0.811
spotify:track:1CtAzw53AIXKjAemxy4b1j,0.00787,0.753,255680,0.427,0.00065,0,0.058,-11.112,1,0.0387,119.18,4,0.295
spotify:track:7nfGP5B3Pc508kEb6zL6r9,0.0282,0.637,311027,0.759,0.000386,7,0.0621,-11.004,1,0.0295,136.223,4,0.686
spotify:track:6PrbbxJFuwDUUcgEjZW0jr,0.0149,0.497,256573,0.964,2.07e-06,11,0.119,-2.653,0,0.0703,152.178,4,0.558
spotify:track:54aLoAPM2SD9fSfvUmODss,0.00318,0.568,350893,0.756,0.00139,10,0.123,-6.381,1,0.0312,141.042,4,0.552
spotify:track:78v5svl6Np0NCn682jx9a8,0.00862,0.321,409467,0.654,4.73e-05,7,0.452,-5.959,1,0.0323,81.691,4,0.263
spotify:track:28gRD63aWSWDdM1tCWfY62,0.00155,0.297,182508,0.803,5.57e-05,4,0.195,-7.243,1,0.043,148.962,4,0.526
spotify:track:7Bmpisf4Cn1nX3XFcUuNKk,0.000107,0.306,305641,0.837,0.162,4,0.129,-7.7,1,0.0383,117.515,4,0.404
spotify:track:7xrUhbMPCC6yBiok3Pb1Ej,0.068,0.718,284309,0.606,0.634,2,0.329,-11.864,1,0.0339,120.007,4,0.134
spotify:track:3ztKdoGzaI7gUvncpjdgfy,0.0448,0.789,355527,0.632,0.881,5,0.111,-7.238,0,0.0869,138.032,4,0.27
spotify:track:4JO6wEQnXEVvu6VmH2RrO8,0.000312,0.562,496555,0.962,0.877,5,0.435,-6.369,1,0.0495,145.001,4,0.149
spotify:track:6MBgcYLVLWWHPQYAgiE4jZ,0.00583,0.626,246545,0.785,0.0141,0,0.196,-7.641,1,0.027,133.012,4,0.523
spotify:track:3ks1eyq0r3ZTG2UUldSNjs,0.724,0.398,246189,0.475,1.69e-05,4,0.0982,-9.163,0,0.0938,100.031,3,0.23
spotify:track:1YB0oEqs1r0BbnCyFIGSzs,0.0555,0.765,202641,0.416,0.0,6,0.161,-9.349,0,0.406,90.09,4,0.333
spotify:track:0Viu8VWtwruDdzrIpZm0WA,0.133,0.565,138815,0.523,6.69e-06,4,0.177,-12.193,0,0.242,164.016,4,0.431
spotify:track:6M4SV1AJzP0SGtUR2eMNRz,0.509,0.518,160941,0.459,0.000482,7,0.111,-6.683,0,0.0395,112.942,5,0.542
spotify:track:6RSQeyP04RWrZagVQbrvLj,0.84,0.442,78298,0.381,0.0345,0,0.158,-11.616,1,0.104,138.517,4,0.723
spotify:track:32MDuzDFa5qZScdLrRMABX,0.0038,0.276,401138,0.931,0.846,8,0.107,-5.825,0,0.0553,145.151,4,0.24
spotify:track:0pAiyIHt9DyHOjWgF41kp6,0.617,0.73,219946,0.455,0.000118,6,0.0922,-6.792,0,0.0517,110.996,4,0.23
spotify:track:3Hgk2MiY3hIIp6Hmf1fxeW,0.0752,0.793,167990,0.751,0.0,10,0.173,-5.67,0,0.0795,116.966,4,0.646
spotify:track:6IHDsLAPM17ZS5uIe3P3He,0.0683,0.552,208457,0.596,0.0,1,0.0976,-5.743,0,0.0405,161.881,4,0.094
spotify:track:71IEKZtnuNR9W0Sl2CsvZU,0.264,0.822,173711,0.577,0.0,5,0.265,-6.449,1,0.0693,110.005,4,0.496
spotify:track:3kKT1gfmneUyaSeiMFswp2,0.704,0.421,81106,0.264,0.855,0,0.0918,-16.308,1,0.0736,86.747,4,0.644
spotify:track:5qZKuuKGngifO5psg19XdO,0.792,0.789,143800,0.217,0.228,2,0.111,-20.727,0,0.0499,117.549,4,0.876
spotify:track:4rS4K30qVDExdjeU4feF4c,0.0277,0.892,344547,0.433,0.000892,0,0.0308,-13.806,0,0.0699,128.029,4,0.924
spotify:track:0Q2LHrREFF9rtX3PuMUoNL,0.652,0.686,136914,0.181,0.934,1,0.0772,-14.133,1,0.049,86.393,4,0.647
spotify:track:0v1lnGbN08YjocXp3SvJXP,0.673,0.694,223827,0.287,0.00209,4,0.0757,-16.902,1,0.0396,79.111,4,0.824
spotify:track:0SgJzBROysSAqSWZfWzfeH,0.449,0.544,207827,0.622,2.34e-05,3,0.448,-5.981,1,0.0303,132.088,4,0.541
spotify:track:5ucIh5Shb9WPimGXDCaj0n,0.31,0.753,240013,0.618,0.0,11,0.0499,-12.236,0,0.1,116.178,4,0.785
spotify:track:0r0idrzyBjO2qyxAb558tc,0.34,0.71,132000,0.149,0.821,10,0.373,-12.301,0,0.166,83.049,4,0.607
spotify:track:0MHXrqn909p0LRTPsNsGEi,0.417,0.538,165790,0.969,0.00154,11,0.119,-5.626,0,0.0906,138.652,4,0.928
spotify:track:7khFiR2z5ociHq9rgtaTdu,0.65,0.837,174667,0.71,0.00844,7,0.135,-6.837,0,0.049,137.053,4,0.463
spotify:track:2BydLQAh7CUIFvSEqAMc4x,0.28,0.843,180493,0.48,0.000782,11,0.108,-11.574,0,0.0492,101.993,4,0.762
spotify:track:3pIujEaBAI6AwPH92TgTHf,0.00604,0.75,109570,0.383,0.631,9,0.0843,-8.66,0,0.192,160.095,4,0.858
spotify:track:1y4Ilhm1pJSILZYBI2laRo,0.461,0.615,174027,0.621,0.0,5,0.0836,-12.523,0,0.0514,80.088,4,0.828
spotify:track:1KsI8NEeAna8ZIdojI3FiT,0.0857,0.641,199453,0.894,0.009,8,0.157,-7.41,1,0.0273,109.823,4,0.972
spotify:track:2Y90nL1ohB4sgYELDs7uNx,0.0457,0.574,254733,0.96,0.0,9,0.121,-4.906,1,0.032,117.486,4,0.978
spotify:track:1n16ZEz2uuWO1Dx01dVWua,0.0842,0.429,192267,0.949,0.0,0,0.154,-5.295,1,0.0458,184.286,4,0.967
spotify:track:2KPzDsCtQtIM0Lkh3RacRC,0.000265,0.521,226720,0.949,2.62e-05,9,0.171,-5.279,1,0.0326,133.393,4,0.956
spotify:track:4a0oZYU2ntSUof4lkm2PCl,0.0585,0.544,215427,0.762,0.0,10,0.074,-7.289,1,0.0382,120.023,4,0.473
spotify:track:3O5RCjnjWlF0CYkcvJaGVm,0.0141,0.536,288027,0.982,3.67e-05,7,0.274,-4.674,1,0.0389,119.201,4,0.963
spotify:track:0dOg1ySSI7NkpAe89Zo0b9,0.000373,0.398,278680,0.952,7.75e-05,4,0.1,-6.042,1,0.061,122.093,4,0.584
spotify:track:0VkDedVtP7TQDlaCMq9QVx,0.117,0.579,209040,0.948,1.19e-06,5,0.121,-5.908,1,0.0535,132.812,4,0.811
spotify:track:6dahFmHrgncgVJjsI1ws7e,0.486,0.652,279667,0.338,5.9e-05,9,0.0744,-11.58,1,0.0367,116.881,4,0.392
spotify:track:4U7NhC2rQTAhH7dw7H0goB,0.00188,0.535,205987,0.884,0.00126,9,0.14,-5.499,0,0.0407,120.555,4,0.796
spotify:track:2zMlWt4aYreVczVERFK94w,0.00382,0.351,240147,0.947,1.81e-06,5,0.559,-4.965,1,0.0503,153.762,4,0.859
spotify:track:1SlatjHQbN3SO0JERD4Mwk,0.0332,0.567,270280,0.523,0.0,11,0.0709,-8.707,1,0.0287,118.067,5,0.522
spotify:track:65f8Ca4HbZCMLhpZPTHW4O,0.615,0.624,295893,0.682,0.252,6,0.288,-7.274,0,0.0302,122.084,4,0.432
spotify:track:0RIEGEoaqzUPUgi0QWuHE9,0.105,0.37,191547,0.831,0.707,0,0.588,-6.293,1,0.0405,128.688,4,0.913
spotify:track:56lhDZNQ5J47aog6mGKeGk,0.623,0.369,288720,0.758,1.78e-05,5,0.531,-5.871,1,0.0364,140.71,4,0.663
spotify:track:50Dn0jUoHqhXxMtFY4iCGp,0.215,0.729,295109,0.441,0.000621,2,0.177,-13.148,1,0.0317,92.123,4,0.552
spotify:track:5toSuyVcaw3z66bL9TdbXI,0.0612,0.651,165942,0.874,0.0949,0,0.113,-5.716,1,0.0304,156.052,4,0.601
spotify:track:1GPmqcYcbgQeOiu7P3S6Xo,0.198,0.474,160875,0.891,0.533,2,0.45,-6.389,1,0.0527,173.145,4,0.504
spotify:track:1SgUjGzbmmMOsGFTVwQ59L,0.355,0.706,132000,0.824,0.000133,0,0.111,-7.959,1,0.0694,94.98,4,0.86
spotify:track:3EqlyRUVFqIUjr0pRVUaid,0.111,0.527,214207,0.877,0.518,11,0.115,-6.118,0,0.0295,94.012,4,0.967
spotify:track:3L0HZpTfA8LNlG0oFqoi6v,0.00244,0.576,188709,0.765,1.85e-06,7,0.695,-7.442,1,0.196,140.989,4,0.798
spotify:track:3HWzoMvoF3TQfYg4UPszDq,0.11,0.715,173325,0.624,0.0,4,0.123,-3.046,0,0.114,158.087,4,0.412
spotify:track:64rYiYzQNM4uRx6m03Uv9J,0.463,0.519,276689,0.853,0.785,11,0.151,-8.676,0,0.0328,150.05,4,0.334
spotify:track:3pWzjEZ8OE8zXJBl8O2owZ,0.0119,0.938,198276,0.587,0.138,4,0.283,-8.789,0,0.0982,128.027,4,0.537
spotify:track:3jSKZ9IAKqaSmkng9nbdXQ,0.00954,0.908,200694,0.788,6.48e-06,4,0.0949,-9.546,1,0.14,127.011,4,0.498
spotify:track:46TcwyYPvy1g3AWlNGlz31,0.621,0.906,193846,0.422,0.00775,1,0.145,-8.598,1,0.199,130.02,4,0.786
spotify:track:4bgPDf0OLHytRSicJ8y9pa,0.00213,0.41,206000,0.811,0.1,1,0.144,-10.055,1,0.0443,189.888,4,0.433
spotify:track:5W6WQdVPFApaKv4Rg37XLh,0.000404,0.432,264000,0.729,0.809,9,0.0979,-6.898,0,0.0313,179.987,3,0.305
spotify:track:5Zw6O0pYVGNN1eZ5jLJQwY,0.00221,0.648,199523,0.499,0.494,6,0.114,-12.679,0,0.0598,151.024,4,0.838
spotify:track:7IWdKDoQ3QNaF790h3skyc,0.016,0.473,186147,0.816,0.823,7,0.368,-4.683,1,0.0333,155.956,4,0.262
spotify:track:5YL1VBO1eEFRbz2jQvHUv2,0.0669,0.546,321840,0.389,0.796,4,0.153,-11.447,0,0.0354,120.872,4,0.0394
spotify:track:7nZLU9207zCrTRIBBE5O9H,0.00368,0.522,175703,0.921,0.972,0,0.368,-5.982,1,0.0406,154.094,4,0.904
spotify:track:0zgSyPHIRQjs8Ov1kEvciO,0.00166,0.357,236333,0.697,0.747,2,0.337,-6.999,1,0.0347,89.997,4,0.219
spotify:track:35H8atNe2Zy0GXTMQDfUmr,0.00191,0.546,242082,0.674,0.663,2,0.38,-7.886,1,0.0372,129.015,4,0.398
spotify:track:4hcI4evjHphRuoZeyawSdF,5.37e-05,0.511,219972,0.729,0.835,11,0.0755,-8.991,0,0.0438,74.994,4,0.832
spotify:track:7KvlbuPPqGwOV2LIqzk8rq,0.92,0.649,249243,0.357,0.955,1,0.115,-15.239,0,0.0382,92.518,4,0.324
spotify:track:5fyuXhGSr7bgspZVJRUAYe,0.268,0.678,160800,0.771,0.803,4,0.0979,-10.835,1,0.0648,99.995,4,0.972
spotify:track:7K9EENyh27niTtlkopk7Aw,0.318,0.801,154172,0.57,2.62e-06,7,0.179,-7.713,1,0.209,75.467,4,0.791
spotify:track:6vLh2kydYBdIvFfepN9S8y,0.18,0.543,232720,0.771,0.0194,1,0.253,-7.524,1,0.0264,98.003,4,0.693
spotify:track:4S3FyXoKZOKU8XxDYpvZQH,0.000933,0.527,176360,0.887,0.508,1,0.0728,-9.406,0,0.0285,137.885,4,0.313
spotify:track:2PmplA6w5bK4gDmV1r4CQ4,0.126,0.53,257445,0.511,0.258,1,0.0949,-10.555,0,0.0301,123.975,4,0.0697
spotify:track:47YxUvs6Xv9M2iNC6dvKMN,0.2,0.856,122667,0.327,0.813,0,0.167,-13.988,1,0.384,125.041,4,0.37
spotify:track:3QVLxtGbyrzWDPdqlDNIo0,0.295,0.576,169973,0.618,0.873,7,0.114,-15.573,1,0.0336,134.982,4,0.213
spotify:track:4ti3jFBiVjPE4t9WOzKkHW,0.138,0.471,251376,0.713,0.819,1,0.173,-10.395,1,0.0341,137.029,4,0.528
spotify:track:4zFP9698VFgwnuTCzhFvFV,0.0816,0.604,207413,0.564,0.406,7,0.14,-8.732,1,0.0254,108.537,4,0.477
spotify:track:2R1Yk6vm11P3pLIrtBR4eM,0.000297,0.439,176100,0.658,0.862,1,0.117,-9.956,1,0.0361,174.796,4,0.466
spotify:track:661o8f6nnXqadWp4eUVhh1,0.00172,0.435,163359,0.853,0.0114,0,0.245,-4.745,0,0.0444,174.217,4,0.742
spotify:track:3Y3uR7Fd2yVBLHmgsqmZnS,1.24e-05,0.149,173508,0.938,0.824,9,0.0584,-4.245,1,0.154,170.056,4,0.601
spotify:track:72Rne9UJe7b2mfJptkpPqD,0.434,0.645,249632,0.888,0.6,9,0.279,-4.907,0,0.0314,124.999,4,0.66
spotify:track:1TABqhCMHmyAppQtADDyCy,0.00865,0.754,309702,0.56,0.586,1,0.107,-10.273,0,0.0317,137.996,4,0.551
spotify:track:4dRFUKNEdEL7hmG7S4WhvT,0.308,0.676,231086,0.587,0.815,0,0.114,-7.537,1,0.0358,120.002,4,0.263
spotify:track:5fr0ocIee7TpDCRWaK0002,0.000682,0.537,247000,0.929,0.964,10,0.159,-5.927,0,0.0318,102.993,4,0.161
spotify:track:4a0IR8jhduHcYEWdmblqNF,0.00208,0.419,270975,0.863,0.000148,5,0.0792,-7.841,1,0.0354,138.014,4,0.267
spotify:track:1LgfOYSvVXQNx1cH19zRbL,0.763,0.407,216899,0.652,0.735,6,0.108,-8.753,1,0.0321,175.036,4,0.539
spotify:track:75nxMtV1ACpqox22nj2ySX,0.000707,0.533,238154,0.704,0.847,3,0.283,-11.142,1,0.0268,140.021,4,0.7
spotify:track:4UzWYvFUAsLb6rVKqG8LKq,0.0258,0.847,121994,0.548,0.92,0,0.353,-7.886,0,0.0606,135.985,4,0.794
spotify:track:0ADi64LDnXW6vp1XNToBdU,0.000672,0.475,276004,0.788,0.667,9,0.117,-6.522,1,0.0331,150.021,4,0.109
spotify:track:12KFsP17rnqEXVAxOUwyFq,0.0105,0.562,194707,0.749,0.602,0,0.139,-6.901,1,0.0303,102.986,4,0.629
spotify:track:2dxjKgT0li4qBI3QwuN9Ih,0.0114,0.552,236600,0.846,0.0,9,0.309,-4.912,1,0.342,98.56,1,0.554
spotify:track:5SjpKgwgkYsWWcLkW8AZbZ,0.0939,0.74,205584,0.837,4.05e-06,4,0.0918,-8.076,0,0.039,93.987,4,0.38
spotify:track:6DVHaplIW44aHvIW0obrrS,0.117,0.828,377669,0.608,0.0855,4,0.891,-8.642,0,0.0481,124.972,4,0.474
spotify:track:3RnsHYOieJttUrHOx2dKp7,0.325,0.592,168485,0.636,0.0,1,0.534,-6.557,1,0.339,93.296,4,0.675
spotify:track:2Dokmx5wUHX0jwfoYdbWHA,0.618,0.738,270240,0.686,1.11e-05,11,0.103,-7.295,1,0.0574,90.018,4,0.836
spotify:track:3emUOMeJx5GMgcZWJYoDxj,0.0616,0.507,133333,0.741,0.0,0,0.13,-9.918,1,0.0922,161.946,4,0.703
spotify:track:1H2rGO5zzjRTfFIgD7wNRj,0.433,0.556,153784,0.694,7.19e-05,11,0.429,-4.624,0,0.0735,145.975,4,0.693
spotify:track:2JLZAtFOW9jTDHN1r9rlQI,0.0116,0.589,144462,0.81,2.16e-05,2,0.509,-5.632,1,0.0399,129.887,4,0.79
spotify:track:0qBug5X3DaJv2zgXtp55wn,0.808,0.619,221587,0.146,0.0,8,0.0971,-14.439,1,0.0382,139.533,4,0.288
spotify:track:3CRVFsCZqMjcOA0ZnvDy9V,0.262,0.577,240560,0.531,0.0,1,0.292,-7.214,0,0.348,169.949,4,0.515
spotify:track:5mxi5yZ8pVXiF5AhnLcoxz,0.0752,0.535,201460,0.777,0.824,10,0.11,-8.603,0,0.0389,137.032,4,0.0871
spotify:track:6EE9BEYBu6j3nyjssGGlgk,0.0113,0.495,124250,0.75,0.828,6,0.13,-6.091,0,0.0507,180.015,4,0.0386
spotify:track:67L1qsWV7lvbqzgNlHm6V9,5.06e-05,0.454,275253,0.564,0.808,9,0.183,-9.722,1,0.0337,143.928,4,0.448
spotify:track:5RAPzXKZWoO8nZTqmR3M8A,7.5e-06,0.537,189250,0.867,0.363,6,0.134,-6.12,1,0.037,140.0,4,0.826
spotify:track:1bTqE9rujYY8ZEVn4BVAiA,0.0134,0.682,276507,0.793,0.635,5,0.195,-5.618,0,0.0327,121.544,4,0.617
spotify:track:26qiSCQEKuwBgk3T8jdzY3,0.483,0.503,70270,0.851,0.983,11,0.172,-9.166,1,0.0313,109.926,4,0.621
spotify:track:29s2f4QGc3u9SbFkJkhCpL,0.000329,0.588,213512,0.808,0.164,7,0.344,-6.328,1,0.0303,120.031,4,0.472
spotify:track:22HmCy1prciqfJbQbe6zJV,0.0698,0.699,197068,0.718,0.00125,10,0.102,-7.781,1,0.0277,104.052,4,0.414
spotify:track:0fJeAjnG71AMs8OJHALAuM,0.657,0.753,124713,0.499,2.88e-06,2,0.102,-7.246,0,0.0438,134.904,4,0.237
spotify:track:2PJhATOD9dWsevezmfjoMA,0.678,0.809,300000,0.668,0.0147,7,0.0865,-6.936,1,0.219,119.976,4,0.636
spotify:track:0DDobGXXqCJTxQVcwe2lcq,0.000464,0.515,206707,0.86,0.00166,9,0.0586,-5.485,1,0.0362,149.327,4,0.255
spotify:track:3tpCEjSeQL7QmPknd9JgWa,0.00051,0.498,167036,0.871,7.34e-06,1,0.643,-5.619,1,0.0431,105.038,4,0.606
spotify:track:11Ac9gBT6zoqavSVdI7unQ,0.01,0.568,238000,0.902,0.00707,9,0.0787,-5.637,0,0.0345,118.0,4,0.576
spotify:track:2JDym25k2Hn2lgLJ303CjP,0.00332,0.55,227368,0.862,0.00715,0,0.129,-6.506,0,0.0289,114.0,4,0.45
spotify:track:57S6eTVnVwykf2JBe3kxgx,0.0858,0.628,225060,0.733,2.43e-05,6,0.106,-5.788,1,0.028,104.003,4,0.343
spotify:track:41CVBs59XnZz9nQ2W1e4V1,0.0114,0.589,225463,0.717,0.836,11,0.102,-6.592,1,0.0314,111.022,4,0.569
spotify:track:1NAVVDKNU9idzXRe3Dy1jf,0.0458,0.542,227253,0.938,0.102,11,0.0966,-3.942,1,0.0343,120.03,4,0.847
spotify:track:023eIpFf48EeSfvUSeRwGJ,0.0992,0.578,221538,0.867,0.124,11,0.0688,-5.078,1,0.0363,116.987,4,0.608
spotify:track:0NTxPkoyndrAN07DYS2ouO,0.115,0.708,182376,0.466,0.000196,8,0.0517,-10.236,1,0.0441,150.081,4,0.73
spotify:track:0sBJA2OCEECMs0HsdIQhvR,0.317,0.685,192948,0.699,0.0,6,0.0895,-7.803,0,0.0349,134.057,4,0.884
spotify:track:7bFmXanwZQm6BMV9Nka6Hk,0.246,0.635,177627,0.459,0.0,7,0.259,-7.343,1,0.0244,96.056,4,0.433
spotify:track:707rK2RH1p0fUCYwUNLsWv,0.127,0.811,132173,0.531,0.0,2,0.102,-7.23,1,0.414,106.557,5,0.338
spotify:track:4vCxUFx6YwGoqICQK8DmiM,0.117,0.827,136613,0.567,0.0,5,0.23,-10.232,0,0.155,129.98,4,0.866
spotify:track:4pUxYUHVKXWsgGhEhOu7R9,0.575,0.668,221913,0.376,0.00111,6,0.103,-10.865,1,0.0575,137.981,4,0.246
spotify:track:5xw3YnoahJhuoZibgYbcPL,0.407,0.851,155037,0.342,0.000346,11,0.119,-13.064,0,0.568,127.089,4,0.217
spotify:track:0uR2eZtdD6CGlWsxpyK2zs,0.00922,0.905,155034,0.596,0.0,7,0.103,-8.475,0,0.419,150.083,4,0.588
spotify:track:0wHFktze2PHC5jDt3B17DC,0.111,0.902,173948,0.582,3.18e-06,5,0.111,-5.902,0,0.109,107.005,4,0.332
spotify:track:2aWVaW1p2kUc5yuKwBmRJi,0.18,0.899,125302,0.691,0.000451,0,0.135,-7.554,1,0.0497,107.951,4,0.865
spotify:track:4MMEZA3Kf1nDjHEkZyTIWA,0.000135,0.61,400023,0.902,0.801,7,0.305,-8.201,1,0.0714,148.004,4,0.781
spotify:track:2gfn7kbXStWZLzzGJVrVVX,0.0498,0.472,274483,0.954,8.27e-05,5,0.101,-1.056,0,0.603,173.881,4,0.348
spotify:track:2fHWxn8NyuJJ9c8ZkjWXZq,0.00768,0.803,220948,0.743,2.36e-06,9,0.107,-4.015,1,0.0994,87.002,4,0.645
spotify:track:0gIcTUoYwSGSSSrpcSbjbC,0.0367,0.574,227611,0.793,0.929,2,0.0713,-17.02,1,0.0521,118.009,4,0.0399
spotify:track:1WFZTK4qgqGbITdwR2eTHp,0.00197,0.93,183925,0.552,0.871,8,0.119,-9.662,1,0.0923,123.021,4,0.119
spotify:track:2mcXHdDw2N64lGsq4nk68g,0.0985,0.771,326557,0.796,0.839,4,0.0639,-7.331,0,0.0448,121.99,4,0.596
spotify:track:4vBHFLY0IkSebkGzOLtzcG,0.114,0.708,314270,0.726,0.51,1,0.104,-6.054,1,0.071,173.998,4,0.315
spotify:track:5WEoMwpHa977LAoyqsBMxr,0.0191,0.553,285834,0.918,0.000121,10,0.304,-1.682,0,0.258,171.147,4,0.546
spotify:track:1qDmrtpkcsJwH9vRS483Zf,0.919,0.582,148207,0.425,2.74e-05,10,0.111,-11.732,1,0.103,131.708,4,0.191
spotify:track:4z9KVNX4hmk672SJfhtQNz,0.407,0.236,224655,0.511,0.281,0,0.346,-10.788,0,0.0442,80.973,4,0.227
spotify:track:0nqXEDi4zSUN7SUqz9rktJ,0.491,0.582,168611,0.443,0.0,11,0.108,-12.556,0,0.343,81.655,4,0.224
spotify:track:7DhoukfjmIrmRe0dVMj3y0,0.0426,0.749,154039,0.579,1.22e-05,6,0.129,-8.195,0,0.0974,134.065,4,0.399
spotify:track:70dTe7S6q7QAXLyRo6Ffgx,0.0694,0.821,147169,0.796,2.3e-05,9,0.0656,-6.156,0,0.254,132.004,3,0.862
spotify:track:5HuG4b24vH8smIUX9ODQAu,0.341,0.95,122181,0.519,0.0,11,0.128,-7.599,0,0.358,104.985,4,0.92
spotify:track:13rB0mLP6P8lH0lk7JKsil,0.128,0.811,219812,0.514,0.0,2,0.0988,-8.488,0,0.442,139.895,4,0.127
spotify:track:5DVo2XcdsgEbBsN4bdw5b7,0.00621,0.861,155224,0.582,1.59e-06,10,0.103,-8.078,1,0.226,85.007,4,0.607
spotify:track:4IDegyk1TxK78dBzOWnOye,0.122,0.64,166265,0.735,0.000202,7,0.183,-7.753,0,0.0414,95.96,4,0.255
spotify:track:25JPHTyCCld65HWwgYYCbz,0.519,0.644,187742,0.656,0.932,0,0.109,-8.328,1,0.0946,123.993,3,0.139
spotify:track:3u7voZomuFJygQ0AQfra23,0.508,0.738,174194,0.803,0.0202,8,0.105,-5.216,1,0.24,124.016,4,0.362
spotify:track:7kZVirTc3V6d4YWtu6RaAu,0.513,0.572,260903,0.69,4.83e-05,11,0.148,-4.939,0,0.0396,155.134,4,0.347
spotify:track:6BUhaCvC3VG4HZwyNLRhWm,0.052,0.761,169004,0.928,0.000387,9,0.0365,-2.895,0,0.0644,126.071,4,0.0398
spotify:track:1ZdhOMWyFR8Iv9eylMGYg2,0.236,0.494,157497,0.428,0.0698,0,0.0816,-7.239,0,0.205,87.724,4,0.44
spotify:track:6yXSVOMYIZpyAjWPOgxoJT,0.511,0.644,187742,0.654,0.928,0,0.109,-8.328,1,0.0947,124.011,3,0.136
spotify:track:6fJuBz3USd1yPzmMLtouE2,0.242,0.615,408387,0.856,0.888,5,0.11,-8.353,1,0.299,104.9,4,0.0393
spotify:track:2Y37gIlRUDELSS45JLkNHb,0.721,0.718,216000,0.235,0.68,8,0.153,-10.475,1,0.0523,100.033,4,0.115
spotify:track:3PZRs4tXoYJ2aKThTg8htc,0.305,0.323,209472,0.465,0.702,9,0.105,-12.132,0,0.0442,140.058,4,0.0989
spotify:track:3H8h60jhdQNu5s9HHTLdFr,0.0419,0.483,228125,0.632,0.000622,2,0.422,-5.624,1,0.0351,146.936,4,0.363
spotify:track:4b7qJ5Kw2axTBKWd2hhE42,0.307,0.395,241389,0.575,0.0,2,0.131,-5.039,1,0.0586,154.705,4,0.193
spotify:track:5vKwj4F0gVE8T2Zy4T7mUW,0.612,0.616,102400,0.439,9.95e-06,4,0.389,-15.542,0,0.0649,75.052,4,0.685
spotify:track:1QEUvmwVPOi9hACXQuPp2P,0.574,0.531,238667,0.506,0.00527,9,0.122,-9.324,1,0.0273,90.005,4,0.384
spotify:track:3nSb5o3Q2ytQN90T89lik6,0.00861,0.731,130413,0.904,0.000164,10,0.0916,-4.774,0,0.0349,121.03,4,0.328
spotify:track:2v6Vo8ASsCGXTWT7HddyE0,0.146,0.76,194250,0.738,0.875,6,0.107,-8.87,1,0.0417,120.006,4,0.747
spotify:track:2cawJP5YFZrCvBQQ2kBZAH,0.0213,0.847,203497,0.724,0.00244,9,0.125,-5.167,1,0.04,124.989,4,0.745
spotify:track:11cjKlgVaUvbBjEAAGv9MZ,0.0252,0.649,194480,0.82,0.0002,10,0.193,-3.617,0,0.052,128.082,4,0.435
spotify:track:4JgT8muqC8qOOzvrbi04dI,0.338,0.44,262378,0.683,0.000229,2,0.106,-6.703,1,0.0328,202.033,4,0.318
spotify:track:2DXYL79kT6KBOztjBCMSga,0.0158,0.542,230786,0.879,8.22e-05,5,0.281,-4.396,0,0.0338,75.997,4,0.804
