,duration_ms_x,explicit,name,popularity,uri,orig_uri,isrc,acousticness,danceability,duration_ms_y,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1596,177853,False,Cool Out,39,spotify:track:0IO49AV9QlhQW2YbLKpgV3,spotify:track:0Js889gRvxbPo6Sij5vXCC,US2YB7597644,0.059,0.337,177853,0.364,0.000422,2,0.105,-16.008,0,0.0384,92.861,4,0.102
1597,190453,False,See You Again,67,spotify:track:3AjyOYxBv8bByfBtG5o9dP,spotify:track:2TUN6qyhaEpmBzQIojXJGK,USHR10723141,0.015,0.692,190453,0.911,7.71e-05,9,0.112,-5.098,0,0.177,138.975,4,0.8
1598,204022,False,Lullaby,54,spotify:track:5xzCzOAOfRi4DOttSzvznR,spotify:track:5xzCzOAOfRi4DOttSzvznR,GBCEN1700257,0.0784,0.725,204022,0.834,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.859
1599,220454,True,Glorious (feat. Skylar Grey),76,spotify:track:0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE,QZ8TY1700001,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356
1600,240506,False,Good Old Days (feat. Kesha),70,spotify:track:2Za1AlJNvksouPPWbXpR2X,spotify:track:2Za1AlJNvksouPPWbXpR2X,QZ8TY1700016,0.446,0.712,240507,0.51,2.46e-05,8,0.112,-8.162,1,0.0633,122.964,4,0.268
1601,269666,True,Uptown Funk (feat. Bruno Mars),83,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,GBARL1401524,0.00801,0.856,269667,0.609,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928
1602,246213,False,And We Danced (feat. Ziggy Stardust),60,spotify:track:1FCQEg7wOK9IIBuxx63krr,spotify:track:1FCQEg7wOK9IIBuxx63krr,usx9p0979406,0.456,0.758,246213,0.677,0.0,5,0.0954,-6.598,1,0.0782,124.998,4,0.713
1603,184475,False,Strip That Down - Acoustic,46,spotify:track:1Ddj6nkhUP3lHpLvDqPsvC,spotify:track:1Ddj6nkhUP3lHpLvDqPsvC,GBUM71702057,0.639,0.88,184476,0.38,0.0,6,0.124,-7.811,1,0.0605,105.982,4,0.912
1604,181406,False,Naked - Acoustic,38,spotify:track:4XE7tOwOJpWpBF8VdNShBf,spotify:track:4XE7tOwOJpWpBF8VdNShBf,DKAZA1700067,0.692,0.541,181406,0.359,0.0,5,0.0945,-7.156,1,0.0401,126.305,4,0.385
1605,153720,False,I Want To Break Free,41,spotify:track:3KvnxRon368VL2s47Gxcf4,spotify:track:3KvnxRon368VL2s47Gxcf4,SE5IB1801149,0.87,0.505,153720,0.14,0.000243,2,0.103,-13.989,1,0.0285,99.829,4,0.132
1606,208102,False,2U - Acoustic Version,46,spotify:track:1jUyxF7NmNXGlZQDVw40O8,spotify:track:1jUyxF7NmNXGlZQDVw40O8,SE5IB1701561,0.894,0.657,208103,0.192,0.0,10,0.157,-13.108,0,0.0365,130.087,4,0.305
1607,217400,False,Think Before I Talk - Acoustic,41,spotify:track:0xr4LgYImMBZL3lnniYzHv,spotify:track:0xr4LgYImMBZL3lnniYzHv,NOUM71700300,0.941,0.772,217400,0.231,0.0,5,0.104,-8.781,1,0.0588,106.981,4,0.269
1608,249882,False,Breakeven,34,spotify:track:7eD0gs77mhlYRiTRI7IFf6,spotify:track:7eD0gs77mhlYRiTRI7IFf6,SE4RG1700701,0.797,0.453,249882,0.37,0.0,10,0.0983,-8.987,1,0.0362,169.955,4,0.245
1609,207851,False,TOOTIMETOOTIMETOOTIME,60,spotify:track:33DzKnwuBE6lfOiADwzd5E,spotify:track:33DzKnwuBE6lfOiADwzd5E,GBK3W1800807,0.177,0.667,207851,0.823,0.0161,8,0.0933,-5.867,1,0.0666,114.998,4,0.517
1610,189146,False,Wild Love - Acoustic,55,spotify:track:4zDQS1OCghoOKkjw6hf2qT,spotify:track:4zDQS1OCghoOKkjw6hf2qT,USUM71801573,0.844,0.519,189147,0.407,0.0,11,0.101,-7.682,0,0.0384,139.954,4,0.515
1611,206267,False,Starships - Acoustic Version,45,spotify:track:4PGdU6yyUM4GSdLe6tUiNT,spotify:track:4PGdU6yyUM4GSdLe6tUiNT,SE5IB1702344,0.822,0.762,206267,0.233,0.0,0,0.101,-8.641,1,0.0374,99.164,4,0.522
1612,220995,False,Youngblood - Acoustic,49,spotify:track:5EqlEvrylr3DNy3R11Kmrz,spotify:track:5EqlEvrylr3DNy3R11Kmrz,GBUM71802362,0.127,0.607,220996,0.589,0.0,4,0.182,-6.068,0,0.0274,114.946,4,0.399
1613,178469,False,Ain't Nobody (Loves Me Better) - Acoustic,38,spotify:track:0JFRAcNxIayvSVmp3ohsix,spotify:track:0JFRAcNxIayvSVmp3ohsix,USAT21502939,0.848,0.422,178470,0.243,0.0,2,0.111,-8.493,0,0.0346,92.831,4,0.227
1614,186660,False,Use Somebody - Acoustic Version,49,spotify:track:55KKAV2VnlggBrVS0J666s,spotify:track:55KKAV2VnlggBrVS0J666s,SE5IB1701091,0.82,0.57,186661,0.271,3.27e-06,0,0.108,-11.334,1,0.0304,125.862,4,0.273
1615,201838,False,Passionfruit - Acoustic,38,spotify:track:0p5Er0P1sO8W35d5JX0Cat,spotify:track:0p5Er0P1sO8W35d5JX0Cat,SE5IB1700997,0.829,0.715,201839,0.308,3.79e-05,8,0.0935,-8.254,0,0.0274,96.936,4,0.262
1616,192545,False,It Aint me - Acoustic,49,spotify:track:18ZK9RiSZdZVTkzVFw0yin,spotify:track:18ZK9RiSZdZVTkzVFw0yin,SE5IB1700928,0.797,0.354,192545,0.415,0.0,9,0.107,-6.578,1,0.0289,175.537,4,0.421
1617,158279,False,Meant to Be - Acoustic,49,spotify:track:7bu8i7HwACY0m1H5lXFSpw,spotify:track:7bu8i7HwACY0m1H5lXFSpw,USWB11800406,0.726,0.59,158280,0.337,0.0,9,0.161,-8.256,1,0.089,98.885,5,0.233
1618,221598,True,Too Much To Ask - Acoustic,49,spotify:track:6HTDbFiF3c6QFRKkB6DcR4,spotify:track:6HTDbFiF3c6QFRKkB6DcR4,USUG11701967,0.857,0.519,221598,0.192,0.0,0,0.165,-7.38,1,0.0414,125.417,1,0.36
1619,230333,False,Perfect,79,spotify:track:3NLnwwAQbbFKcEcV8hDItk,spotify:track:5hA2ZHjvt1tgp55OzaqYKL,GBHMU1500104,0.0598,0.648,230333,0.822,0.0,11,0.119,-5.231,0,0.0749,99.933,4,0.397
1620,207480,False,Waiting All Night - Acoustic Version,39,spotify:track:7DZGEzuuydBrZomG0XSlRe,spotify:track:7DZGEzuuydBrZomG0XSlRe,GBUM71302558,0.684,0.427,207480,0.352,0.0,9,0.104,-8.99,1,0.0471,149.832,4,0.463
1621,171441,False,I Took a Pill in Ibiza,37,spotify:track:05c9mDq1Lbsr9s9tTrmLex,spotify:track:5LUAxlEHUBEitbUAErAOvd,TCACL1655300,0.875,0.5,171442,0.241,0.0,2,0.187,-9.399,1,0.0639,171.684,4,0.463
1622,165067,False,A Sky Full of Stars,46,spotify:track:18PrtmAcNMgZNy1edWuXGb,spotify:track:18PrtmAcNMgZNy1edWuXGb,SE5IB1702190,0.876,0.643,165067,0.11,1.38e-05,6,0.112,-14.28,1,0.0294,101.995,4,0.152
1623,199111,False,Now and Later - Acoustic Version,36,spotify:track:3KhgqRMwfWSI9J41k7pbvD,spotify:track:3KhgqRMwfWSI9J41k7pbvD,SE5IB1700811,0.847,0.666,199112,0.355,0.0,2,0.122,-9.305,1,0.0373,89.964,4,0.661
1624,181596,False,Apologize,40,spotify:track:2xHKGx65VCsJgU83Bvh4j7,spotify:track:2xHKGx65VCsJgU83Bvh4j7,SE5IB1800519,0.812,0.566,181597,0.168,0.0,3,0.125,-12.483,1,0.0372,116.286,4,0.238
1625,217864,False,Fast Car - Acoustic,56,spotify:track:618v3huzqDQQBfMogznSb3,spotify:track:618v3huzqDQQBfMogznSb3,GBUM71600355,0.865,0.475,217864,0.237,0.0,9,0.0881,-9.923,1,0.0342,103.045,4,0.595
1626,181907,False,Your Song - Acoustic,47,spotify:track:08peGCGwTVXc1WT2UNdVs5,spotify:track:08peGCGwTVXc1WT2UNdVs5,GBAHT1700368,0.109,0.846,181907,0.559,0.0,6,0.0445,-4.306,1,0.0644,114.037,4,0.721
1627,192574,False,Solo Dance - Acoustic,40,spotify:track:0ms7mqWfP2djjCWbI8oOql,spotify:track:0ms7mqWfP2djjCWbI8oOql,DK4YA1610902,0.115,0.685,192575,0.518,0.0,6,0.0828,-10.153,0,0.0279,108.979,4,0.605
1628,201093,False,There's Nothing Holdin' Me Back - Acoustic,54,spotify:track:48lm2sNdS1rlteMIwLyhJF,spotify:track:48lm2sNdS1rlteMIwLyhJF,USUM71705516,0.483,0.779,201093,0.576,0.0,11,0.176,-5.527,0,0.0435,121.938,4,0.891
1629,182740,False,My Love - Acoustic,44,spotify:track:0MVnhm9F7xIu9Lc8t8dL2u,spotify:track:0MVnhm9F7xIu9Lc8t8dL2u,GBAHS1500235,0.918,0.759,182740,0.268,3.63e-06,0,0.111,-7.027,0,0.047,109.822,4,0.59
1630,183472,False,Don't Wanna Know - Acoustic Version,49,spotify:track:4fHJwyR7JILiSAbLyXcrKx,spotify:track:4fHJwyR7JILiSAbLyXcrKx,SE5IB1600649,0.706,0.438,183473,0.448,0.0,1,0.159,-7.676,1,0.0666,118.37,5,0.366
1631,188680,True,Alarm - Acoustic Version,28,spotify:track:4ysVudYERwhNqD5ASpKOam,spotify:track:4ysVudYERwhNqD5ASpKOam,GBAHS1600284,0.453,0.584,188680,0.482,0.0,0,0.0496,-8.795,1,0.272,133.921,4,0.354
1632,255510,False,What About Us - Acoustic,55,spotify:track:7e4Pftu2tzDeY0W0690OKQ,spotify:track:7e4Pftu2tzDeY0W0690OKQ,SE5IB1701670,0.935,0.427,255511,0.229,7.37e-06,4,0.0958,-11.564,1,0.0364,125.195,5,0.222
1633,181595,False,Cold Water,47,spotify:track:4esmMZzUcSw6cgd8WbSOgi,spotify:track:4esmMZzUcSw6cgd8WbSOgi,UST8K1662651,0.733,0.509,181596,0.257,0.0,6,0.312,-13.962,0,0.108,187.366,4,0.55
1634,184915,False,For You - Acoustic,38,spotify:track:1cZyjXi4MvSVlm0DRevIhc,spotify:track:1cZyjXi4MvSVlm0DRevIhc,SE5IB1800094,0.913,0.618,184915,0.223,4.21e-05,1,0.106,-15.155,1,0.0307,100.976,4,0.567
1635,226457,False,Set Fire To The Rain,43,spotify:track:352UHNRKcQBaGKReDvtyM4,spotify:track:352UHNRKcQBaGKReDvtyM4,SE5IB1702193,0.861,0.519,226457,0.228,0.0,9,0.102,-10.922,0,0.036,175.367,4,0.398
1636,305160,False,Can I Be Him - Acoustic Live Version,49,spotify:track:0iVAPfPW2NkfxCqu0a1UBl,spotify:track:0iVAPfPW2NkfxCqu0a1UBl,DEE861701063,0.91,0.483,305160,0.248,0.0,9,0.713,-9.368,1,0.0502,98.136,4,0.415
1637,207096,False,Find Someone Else - Radio Edit,18,spotify:track:56LSNREkOy0prSNf6nPufU,spotify:track:56LSNREkOy0prSNf6nPufU,DEW871802332,0.0324,0.678,207097,0.85,0.000317,10,0.369,-5.004,0,0.0615,123.995,4,0.532
1638,172800,False,Werk,38,spotify:track:7BJ2UGLYgtxQ15d0fe2hJy,spotify:track:7BJ2UGLYgtxQ15d0fe2hJy,NLZ541800166,0.0457,0.789,172800,0.876,0.0326,0,0.172,-4.008,1,0.176,124.963,4,0.512
1639,203809,False,Mysteryland,15,spotify:track:09c49mXu0SOt4qLc9QNlme,spotify:track:09c49mXu0SOt4qLc9QNlme,NLZ541801475,0.142,0.545,203810,0.983,0.923,2,0.0988,-3.646,1,0.0498,125.999,4,0.552
1640,154087,False,Sunday,5,spotify:track:0T4e9yaLivFCwdIZEhbvJ3,spotify:track:0T4e9yaLivFCwdIZEhbvJ3,NLZ541801290,0.00507,0.5,154088,0.706,0.0822,1,0.321,-6.648,0,0.0678,120.066,4,0.345
1641,222608,False,One Love (feat. KOCH),14,spotify:track:1209jg7ahq3yHgb1yJ4PtH,spotify:track:1209jg7ahq3yHgb1yJ4PtH,NLWV71800049,0.0106,0.353,222609,0.897,0.0243,0,0.261,-4.847,0,0.0682,103.443,3,0.126
1642,200644,False,Rise Again (feat. Drew Ryn),11,spotify:track:3nB4EPVD6OojfqYjK0sWZP,spotify:track:3nB4EPVD6OojfqYjK0sWZP,NLZ541800340,0.205,0.513,200645,0.939,0.0,2,0.799,-3.749,0,0.0748,127.996,4,0.378
1643,263554,False,Charger,12,spotify:track:2GU9i0jsozgNcQXvI8ft2H,spotify:track:2GU9i0jsozgNcQXvI8ft2H,NLWV71300048,0.00869,0.574,263555,0.985,0.367,1,0.645,-4.05,0,0.0785,128.026,4,0.0388
1644,255582,False,Sun Comes Up - Acoustic,41,spotify:track:2YO0VBWKaIdtUqfOKelqF1,spotify:track:2YO0VBWKaIdtUqfOKelqF1,GBAHS1700601,0.506,0.478,255583,0.527,0.0,10,0.292,-4.63,1,0.0285,101.242,4,0.541
1645,226470,False,Lot To Learn,44,spotify:track:1AJRWM34yxnAxhF9TEK0Zj,spotify:track:1AJRWM34yxnAxhF9TEK0Zj,SE5IB1701050,0.758,0.57,226470,0.468,0.0,6,0.206,-4.192,1,0.047,137.855,4,0.335
1646,223106,False,My My My! - Acoustic,46,spotify:track:2o7aTRkVOAiQSv0CoFUKxk,spotify:track:4SQG8VU2qmbvgb53ptyjz9,AUUM71800131,0.918,0.496,223107,0.289,3.19e-05,1,0.111,-5.942,1,0.0344,94.231,4,0.275
1647,157466,False,Rockabye - Acoustic Version,46,spotify:track:30LDuVfrePWbedYTc1mUCn,spotify:track:30LDuVfrePWbedYTc1mUCn,SE5IB1600544,0.914,0.528,157467,0.291,0.0,10,0.121,-9.696,1,0.0401,76.805,4,0.355
1648,191296,False,Habits (Stay High),25,spotify:track:4VQHuBY2hLAxkMyHbyXAWt,spotify:track:4VQHuBY2hLAxkMyHbyXAWt,SE5IB1800095,0.902,0.569,191296,0.204,0.0,11,0.108,-14.035,1,0.061,118.962,4,0.385
1649,160448,False,Blue Jeans,26,spotify:track:2S5zNbFWajCi3IN12v5cW1,spotify:track:2S5zNbFWajCi3IN12v5cW1,SE5IB1701827,0.84,0.409,160448,0.272,0.0,3,0.116,-9.565,1,0.0481,78.789,3,0.417
1650,216294,False,I Miss You (feat. Julia Michaels) - Acoustic,44,spotify:track:2HfKpWYPx4Os46z1K7yE4k,spotify:track:2HfKpWYPx4Os46z1K7yE4k,GBAHS1701209,0.865,0.556,216294,0.31,0.0,3,0.0793,-9.33,1,0.0302,104.776,4,0.492
1651,203664,False,Dynamite,11,spotify:track:7JIpSWwKKDqDAX9BhlaRmI,spotify:track:7JIpSWwKKDqDAX9BhlaRmI,SE5IB1800270,0.78,0.628,203664,0.114,0.022,1,0.135,-15.274,0,0.0319,69.982,4,0.204
1652,197195,False,Teenage Dream,37,spotify:track:68ngc4vLwImhAeWHmXKcEI,spotify:track:68ngc4vLwImhAeWHmXKcEI,SE5IB1800245,0.937,0.53,197195,0.0776,0.0,6,0.122,-15.478,1,0.0462,179.911,1,0.282
1653,206666,False,Let Me Love You - Andrew Watt Acoustic Remix,47,spotify:track:1LcxOZGMdAuScNbIN2Fvcq,spotify:track:1LcxOZGMdAuScNbIN2Fvcq,QMZSY1600087,0.773,0.686,206667,0.379,0.0,0,0.104,-6.256,0,0.0305,100.032,4,0.47
1654,261272,False,Titanium,21,spotify:track:6oAoXEBdKrAWTkdWbOVaRc,spotify:track:6oAoXEBdKrAWTkdWbOVaRc,SE4RG1700703,0.393,0.566,261273,0.488,1.01e-05,2,0.301,-9.222,1,0.0286,109.97,4,0.278
1655,178319,False,Umbrella - Acoustic Version,46,spotify:track:1hrDzrt4YgZdD67MOu5U0Q,spotify:track:1hrDzrt4YgZdD67MOu5U0Q,SE5IB1701956,0.845,0.675,178320,0.278,0.0,3,0.114,-9.569,1,0.0343,123.962,4,0.353
1656,175280,False,Issues - Acoustic,53,spotify:track:4TqiKcUUvK7y6x6JG5NpJX,spotify:track:4TqiKcUUvK7y6x6JG5NpJX,USUM71702284,0.745,0.689,175280,0.339,0.0,8,0.0746,-6.127,1,0.0511,114.297,4,0.611
1657,183133,False,Banana Boat (Day-O),63,spotify:track:4fHDlIntTsRGSyTg5UYZYC,spotify:track:4fHDlIntTsRGSyTg5UYZYC,USRC19205526,0.885,0.797,183133,0.105,0.000116,1,0.108,-16.881,1,0.0969,122.545,4,0.419
1658,137386,False,Whispering,1,spotify:track:5jb04SWjTbBBaXdTnI6eNe,spotify:track:5jb04SWjTbBBaXdTnI6eNe,USCA20805455,0.861,0.467,137387,0.243,9.38e-05,11,0.267,-7.168,0,0.0417,151.26,4,0.385
1659,177960,False,Deep As The River,1,spotify:track:3EZw9WLitbBN34BF7Fvpqn,spotify:track:3EZw9WLitbBN34BF7Fvpqn,USCA20805459,0.583,0.173,177960,0.284,6.9e-05,7,0.191,-9.72,1,0.0338,74.798,3,0.125
1660,438493,False,Just the Two of Us (feat. Bill Withers),74,spotify:track:1ko2lVN0vKGUl9zrU0qSlT,spotify:track:1ko2lVN0vKGUl9zrU0qSlT,USEE19901162,0.41,0.749,438493,0.497,0.0499,10,0.0504,-12.609,0,0.105,95.818,4,0.585
1661,147000,False,Fly Me To The Moon (In Other Words),72,spotify:track:5b7OgznPJJr1vHNYGyvxau,spotify:track:5b7OgznPJJr1vHNYGyvxau,USRH10800836,0.453,0.668,147000,0.26,0.0,7,0.0621,-14.256,1,0.0523,119.416,4,0.368
1662,180055,False,Stand By Me,77,spotify:track:3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,USAT21402270,0.57,0.65,180056,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605
1663,202636,True,Plain Jane REMIX (feat. Nicki Minaj),67,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,USRC11703649,0.0588,0.791,202636,0.839,6.26e-05,11,0.259,-4.284,1,0.266,170.113,4,0.383
1664,197346,True,Wish I Never Met You,31,spotify:track:0OCcrw9qxk9occIx5l2wDz,spotify:track:0OCcrw9qxk9occIx5l2wDz,USUYG1179113,0.27,0.832,197347,0.395,0.0,4,0.0936,-7.389,0,0.0621,131.965,4,0.678
1665,170960,False,(I Left My Heart) In San Francisco,56,spotify:track:1bYItjcPRtxZs6Ir71O5RB,spotify:track:1bYItjcPRtxZs6Ir71O5RB,USSM19909797,0.955,0.313,170960,0.078,4.48e-06,0,0.169,-17.583,1,0.0332,128.065,4,0.125
1666,164600,False,As Time Goes By,33,spotify:track:2windfJJUKU8MGzNvjr5jO,spotify:track:76H7hMhAiJc9kb0mvgJunJ,GBACF2197020,0.969,0.357,164600,0.235,7.76e-06,10,0.138,-15.458,0,0.0368,79.065,4,0.332
1667,241253,False,Can You Feel the Love Tonight - End Title,57,spotify:track:32RxZnEk5KyWUTZR4azxbD,spotify:track:32RxZnEk5KyWUTZR4azxbD,USWD10220758,0.888,0.312,241253,0.273,0.000268,10,0.11,-12.502,1,0.0322,125.982,4,0.152
1668,249743,False,Deep River Woman,31,spotify:track:5nhhkGv787wzKv9I3GyP33,spotify:track:5nhhkGv787wzKv9I3GyP33,GBUM71110012,0.636,0.598,249744,0.492,7.78e-06,1,0.11,-8.532,1,0.0289,142.466,4,0.38
1669,207186,False,So Sick,78,spotify:track:6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,USUM70501633,0.245,0.452,207187,0.574,0.0,6,0.189,-8.336,1,0.311,92.795,4,0.578
1670,192820,True,I'm Him,35,spotify:track:2OiO85hOK8ZL6kekbs7a4R,spotify:track:2OiO85hOK8ZL6kekbs7a4R,USUYG1107357,0.196,0.789,192820,0.588,0.0,4,0.0814,-6.58,0,0.0833,105.03,4,0.234
1671,180593,False,Dancing Shadows,11,spotify:track:116rNdIPBuM5NRQ1KZ1mDf,spotify:track:116rNdIPBuM5NRQ1KZ1mDf,USUYG1202138,0.645,0.364,180593,0.535,3.05e-06,2,0.242,-7.873,0,0.171,179.412,3,0.094
1672,192598,False,Ocean Drive,39,spotify:track:0QOWTumlnwttK0dtyeKbN5,spotify:track:0QOWTumlnwttK0dtyeKbN5,QZAWN1700005,0.104,0.637,192599,0.783,0.0,10,0.571,-5.228,0,0.131,133.164,5,0.371
1673,300840,False,I And Love And You,57,spotify:track:7CEV9VwA8XO9wwxTXgYKvY,spotify:track:7CEV9VwA8XO9wwxTXgYKvY,USSM10903395,0.831,0.424,300840,0.264,7.08e-05,2,0.0763,-9.984,1,0.0298,139.593,4,0.169
1674,195130,False,Without You,36,spotify:track:5ak3ZwyjRdwABZQfovFcZG,spotify:track:5ak3ZwyjRdwABZQfovFcZG,SE4RG1705101,0.764,0.68,195130,0.332,0.0,2,0.12,-12.581,1,0.0297,114.936,4,0.313
1675,195920,False,"Leave (Get Out) - Recorded at Metropolis Studios, London",43,spotify:track:6ClEErrTmd3GzRqGiCEC8G,spotify:track:6ClEErrTmd3GzRqGiCEC8G,GBAHS1800400,0.853,0.484,195920,0.381,0.0,2,0.119,-6.815,0,0.0541,169.506,4,0.644
1676,187673,False,Firework - Acoustic,38,spotify:track:3rlpBpSe9ZE8KaW0X9IZ41,spotify:track:3rlpBpSe9ZE8KaW0X9IZ41,SE5IB1702191,0.874,0.384,187674,0.196,0.0,5,0.166,-13.427,0,0.0681,206.297,4,0.392
1677,233508,False,The Way She Moves,40,spotify:track:1ylFJOaF7wAgHTeUskuJTT,spotify:track:0RFeifUoec3JfR4dma7c1r,USUG10700687,0.234,0.701,233509,0.829,0.0,10,0.071,-4.055,0,0.0467,95.001,4,0.562
1678,200000,False,The Way She Moves,30,spotify:track:2ajyiytZfzDRu26GZGCtYp,spotify:track:21MvPZnJNfIcg6B4ArU1S9,TCACB1456682,0.771,0.731,200000,0.364,0.845,10,0.1,-12.337,0,0.0448,119.998,4,0.256
1679,207998,True,Blue Dreams,12,spotify:track:6BnFs30ptFNv6SD1kNJEtu,spotify:track:6BnFs30ptFNv6SD1kNJEtu,QM24S1832007,0.806,0.88,207998,0.586,1.75e-06,8,0.121,-6.137,1,0.0532,119.998,4,0.933
1680,480186,True,Cinderella (feat. Ty Dolla $ign),64,spotify:track:2lpygKqzPFtItQ4ss3cgfb,spotify:track:2lpygKqzPFtItQ4ss3cgfb,USWB11601437,0.235,0.545,480187,0.534,0.0,8,0.345,-6.874,0,0.047,140.021,4,0.24
1681,251910,False,Adore - Teemid Remix,7,spotify:track:3t1V0BV7Y7l5L5seorHkBo,spotify:track:3t1V0BV7Y7l5L5seorHkBo,USAT21502273,0.0239,0.699,251910,0.778,0.0112,4,0.116,-5.14,0,0.0473,119.994,4,0.132
1682,130293,False,Prologue,58,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,spotify:track:6CeCOC2zx1qS8mQNYHe6IM,USAT20109180,0.957,0.177,130293,0.0188,0.446,2,0.635,-29.484,0,0.0367,146.472,3,0.0819
1683,321066,False,Harry's Wondrous World - Extended Version,54,spotify:track:4lg0h4AJhPMxbO3VMpbUqS,spotify:track:4lg0h4AJhPMxbO3VMpbUqS,USAT20109274,0.881,0.227,321067,0.264,0.9,0,0.114,-14.905,1,0.0325,84.986,4,0.228
1684,265066,False,The Arrival of Baby Harry,49,spotify:track:4ir6xoRDxJmUikNTi0t7Cp,spotify:track:4ir6xoRDxJmUikNTi0t7Cp,USAT20109181,0.898,0.0761,265067,0.042,0.648,4,0.134,-24.631,0,0.0396,80.529,3,0.0349
1685,203400,False,Visit to the Zoo and Letters from Hogwarts,46,spotify:track:3u7lKn9dJFHyJDG2q06Pzv,spotify:track:3u7lKn9dJFHyJDG2q06Pzv,USAT20109182,0.906,0.16,203400,0.0332,0.71,9,0.285,-28.504,0,0.0405,150.151,4,0.0693
1686,194040,False,Platform Nine-and-Three-Quarters and the Journey to Hogwarts,47,spotify:track:72SmD8s1DYkwUhoEkGlnyV,spotify:track:72SmD8s1DYkwUhoEkGlnyV,USAT20109185,0.921,0.257,194040,0.0492,0.862,0,0.131,-25.527,1,0.0405,110.067,4,0.0469
1687,133573,False,Leaving Hogwarts,55,spotify:track:15yScQGLH5QOuXm9XbhnPb,spotify:track:15yScQGLH5QOuXm9XbhnPb,USAT20109273,0.932,0.183,133573,0.0473,0.91,2,0.0984,-21.272,1,0.0375,73.398,3,0.0365
1688,226333,False,Hogwarts Forever! and the Moving Stairs,44,spotify:track:0pyKuk3bYFSzPIysym8ioN,spotify:track:0pyKuk3bYFSzPIysym8ioN,USAT20109249,0.971,0.153,226333,0.00905,0.607,0,0.107,-30.099,1,0.0372,164.191,4,0.073
1689,309093,False,Hedwig's Theme,59,spotify:track:1n8NKQRg8LVHy7oUhUgbFF,spotify:track:1n8NKQRg8LVHy7oUhUgbFF,USAT20109275,0.897,0.156,309093,0.162,0.691,2,0.111,-17.101,0,0.036,73.407,4,0.077
1690,178480,False,Don't Call Me Up,72,spotify:track:5WHTFyqSii0lmT9R21abT8,spotify:track:5WHTFyqSii0lmT9R21abT8,GBUM71808052,0.296,0.674,178480,0.881,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,0.234
1691,193082,False,Intimate (feat. Craig David),28,spotify:track:4HUg7FKPobV3kbrlihlwNf,spotify:track:4HUg7FKPobV3kbrlihlwNf,GBARL1801236,0.148,0.749,193083,0.719,0.0,4,0.117,-5.184,0,0.0524,102.048,4,0.55
1692,179410,False,Get Whatever I Want Or Like,20,spotify:track:4tsbxeHYTHKxrRQ0A7f8lR,spotify:track:4tsbxeHYTHKxrRQ0A7f8lR,GBUM71803534,0.013,0.726,179411,0.855,0.0,10,0.124,-4.727,0,0.101,91.971,4,0.631
1693,171089,True,Off My Feet,30,spotify:track:4NBAnahkKBfEjCPQMnLX02,spotify:track:4NBAnahkKBfEjCPQMnLX02,TCADJ1752837,0.407,0.771,171089,0.84,0.00012,2,0.24,-3.903,1,0.0645,101.028,4,0.577
1694,220853,False,Sexy Love,71,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,USUM70600316,0.296,0.693,220853,0.513,0.00013,8,0.0604,-6.447,1,0.0415,94.021,4,0.49
1695,218627,False,Drowning,34,spotify:track:28YJsoMPLIiUxtZqxVigbU,spotify:track:28YJsoMPLIiUxtZqxVigbU,USUYG1202139,0.278,0.717,218627,0.479,0.0,9,0.129,-5.844,1,0.0471,113.076,4,0.185
1696,226653,False,'42 (Grown Up Tipsy),12,spotify:track:12bq01EaqKHMx3MaaLIi8q,spotify:track:67Mo4mpJwCorS2ErVmCwOn,QM43A1800581,0.382,0.712,226653,0.472,1.37e-06,1,0.184,-9.318,1,0.0488,94.992,4,0.382
1697,206100,False,Burn,47,spotify:track:3zYvxKKjKpF8swPtMC2EwL,spotify:track:3zYvxKKjKpF8swPtMC2EwL,SE5IB1702352,0.928,0.357,206101,0.172,7.98e-06,6,0.108,-14.027,1,0.0457,183.346,5,0.422
1698,238208,False,Mr. Sandman,32,spotify:track:5kNaONB2HflAjbeD2z219Z,spotify:track:5kNaONB2HflAjbeD2z219Z,GBJCN1405102,0.0696,0.776,238209,0.719,0.0982,9,0.312,-6.449,1,0.0447,130.046,4,0.779
