uri,genre
spotify:artist:0WfaItAbs4vlgIA1cuqGtJ,folk-pop
spotify:artist:0WfaItAbs4vlgIA1cuqGtJ,canadian contemporary r&b
spotify:artist:09kCHZp9iFO2FJNb9lR6G5,viral pop
spotify:artist:09kCHZp9iFO2FJNb9lR6G5,acoustic cover
spotify:artist:6O0rWDT0LuZk9Cpe45kbcx,pop folk
spotify:artist:3J28FLi8jjXtUGWf69cP7I,viral pop
spotify:artist:3J28FLi8jjXtUGWf69cP7I,channel pop
spotify:artist:3J28FLi8jjXtUGWf69cP7I,lds youth
spotify:artist:55dWGlPHFYuBbQYZQlSaKY,nashville singer-songwriter
spotify:artist:5G49Sq5mMzAkGL4ZP6eVPY,indie folk
spotify:artist:5G49Sq5mMzAkGL4ZP6eVPY,chamber pop
spotify:artist:5G49Sq5mMzAkGL4ZP6eVPY,stomp and holler
spotify:artist:5G49Sq5mMzAkGL4ZP6eVPY,new americana
spotify:artist:5G49Sq5mMzAkGL4ZP6eVPY,uk americana
spotify:artist:41FEVJCBGidsJwbjq0KfgM,indie folk
spotify:artist:41FEVJCBGidsJwbjq0KfgM,acoustic pop
spotify:artist:1km0aro5NJuoX5dE0Mub5C,chinese audiophile
spotify:artist:1km0aro5NJuoX5dE0Mub5C,chinese jazz
spotify:artist:1km0aro5NJuoX5dE0Mub5C,mandopop
spotify:artist:1km0aro5NJuoX5dE0Mub5C,taiwan singer-songwriter
spotify:artist:0Xn4iSM6rXebCl4Ub50RFN,swedish synthpop
spotify:artist:3LVPGE5jPPwtbGslx07YR0,metropopolis
spotify:artist:3LVPGE5jPPwtbGslx07YR0,chamber pop
spotify:artist:3LVPGE5jPPwtbGslx07YR0,shimmer pop
spotify:artist:3LVPGE5jPPwtbGslx07YR0,stomp and whittle
spotify:artist:2WROyFfIOmKtRopsTrIL52,viral pop
spotify:artist:2WROyFfIOmKtRopsTrIL52,channel pop
spotify:artist:1WrqUPWlHN5FXCRcQgrkas,indie folk
spotify:artist:1WrqUPWlHN5FXCRcQgrkas,indie pop
spotify:artist:1WrqUPWlHN5FXCRcQgrkas,stomp and holler
spotify:artist:1WrqUPWlHN5FXCRcQgrkas,shimmer pop
spotify:artist:1WrqUPWlHN5FXCRcQgrkas,new americana
spotify:artist:0LmmhAkoebSsbFfgCybcGI,indie psych-pop
spotify:artist:720fJ5sGqAOhvU2IUypqIr,canadian country
spotify:artist:2D0wm8aDnVrcljPwg2GM75,ambient folk
spotify:artist:53f2OKMfVLTsHFkGyA5dnz,australian indie folk
spotify:artist:53f2OKMfVLTsHFkGyA5dnz,australian indie
spotify:artist:53f2OKMfVLTsHFkGyA5dnz,australian indigenous music
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,dance pop
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,pop
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,canadian pop
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,canadian latin
spotify:artist:3Aut8hgiqZSy2qmJluZMU9,indie folk
spotify:artist:3Aut8hgiqZSy2qmJluZMU9,irish singer-songwriter
spotify:artist:2pst3pDewxsl4kJERuDZpp,nyc pop
spotify:artist:7CQwac16i1W5ej8YpuL3dv,viral pop
spotify:artist:7CQwac16i1W5ej8YpuL3dv,neo mellow
spotify:artist:7CQwac16i1W5ej8YpuL3dv,acoustic cover
spotify:artist:4jHWpUyRI2rzJVimtasEBF,viral pop
spotify:artist:5HCypjplgh5uQezvBpOfXN,channel pop
spotify:artist:6jEiUoyyJNPHzSR0Nib6HX,pop rock
spotify:artist:6jEiUoyyJNPHzSR0Nib6HX,canadian rock
spotify:artist:0INDB6Snts5NDbzh8jC3lk,stomp and holler
spotify:artist:195hFqaTDENqLCcG8uGtM7,folk-pop
spotify:artist:5WRElKaZsn1tGnrgmJVAeO,contemporary country
spotify:artist:5WRElKaZsn1tGnrgmJVAeO,modern country rock
spotify:artist:72T7KgrFiMTgXRWxfuDn5o,acoustic cover
spotify:artist:72T7KgrFiMTgXRWxfuDn5o,pop folk
spotify:artist:2Y4125mDrgQyPD7dt76Rtm,acoustic cover
spotify:artist:6nFBonVf7Lqaj05R0v5VGJ,indie folk
spotify:artist:6nFBonVf7Lqaj05R0v5VGJ,folk
spotify:artist:6nFBonVf7Lqaj05R0v5VGJ,new americana
spotify:artist:6nFBonVf7Lqaj05R0v5VGJ,progressive bluegrass
spotify:artist:2U5RgZDZdAR13tX6yivvRy,folk-pop
spotify:artist:1feuQE7d9izI54MoL5Lc7t,idol
spotify:artist:0Jq2DAvV3tdUIrksw0BJSQ,german show tunes
spotify:artist:72mHHRrqbN20uxmb99iDJW,german show tunes
spotify:artist:5xk0kRuXn1zToTHpHAqpui,movie tunes
spotify:artist:7vK6xoR5zT4DypEu0blUku,movie tunes
spotify:artist:0P0do9GwiSgweSF6Ui3mrv,movie tunes
spotify:artist:0RH6EMxqfzCEB7QCSKQ4xr,movie tunes
spotify:artist:4y5d67UxD0QON2vRZOjXZ6,movie tunes
spotify:artist:6szSMqKKwkFqJoK3MxK3Hk,acoustic cover
spotify:artist:4TrraAsitQKl821DQY42cZ,electropop
spotify:artist:4TrraAsitQKl821DQY42cZ,norwegian pop
spotify:artist:0acIWCh2fgq3vfr2D1P1XS,acoustic chill
spotify:artist:0NxhAEPOSeCg6vypFr7yjU,viral pop
spotify:artist:0NxhAEPOSeCg6vypFr7yjU,channel pop
spotify:artist:1qwVM2JnEMXbKgvZESGsRn,viral pop
spotify:artist:1qwVM2JnEMXbKgvZESGsRn,channel pop
spotify:artist:7mOe6jfxX9EILXET9l5L6H,german classical piano
spotify:artist:0XUcGC1QHkYmsVInVDjFad,acoustic chill
spotify:artist:26GKAYYuyr424SdSkr8xlQ,viral pop
spotify:artist:26GKAYYuyr424SdSkr8xlQ,channel pop
spotify:artist:1IueXOQyABrMOprrzwQJWN,dance pop
spotify:artist:1IueXOQyABrMOprrzwQJWN,edm
spotify:artist:1IueXOQyABrMOprrzwQJWN,pop dance
spotify:artist:1IueXOQyABrMOprrzwQJWN,uk dance
spotify:artist:4YXycRbyyAE0wozTk7QMEq,pop dance
spotify:artist:4YXycRbyyAE0wozTk7QMEq,tropical house
spotify:artist:7lPHtt1VkCRiYgDji7FCq2,acoustic chill
spotify:artist:2XpEZIV9uuJY6pdhKAbuBh,viral pop
spotify:artist:2XpEZIV9uuJY6pdhKAbuBh,channel pop
spotify:artist:6fOD5mThYrqHe1cyTrKcyu,acoustic chill
spotify:artist:69XUUcGUrO85U9pCZGcWgI,acoustic chill
spotify:artist:6kByJTQTwVZUeJ2vOmHxK5,acoustic cover
spotify:artist:5DYAABs8rkY9VhwtENoQCz,neo mellow
spotify:artist:5DYAABs8rkY9VhwtENoQCz,pop rock
spotify:artist:3AVfmawzu83sp94QW7CEGm,pop
spotify:artist:3AVfmawzu83sp94QW7CEGm,uk pop
spotify:artist:3AVfmawzu83sp94QW7CEGm,alt z
spotify:artist:3AVfmawzu83sp94QW7CEGm,norwegian pop
spotify:artist:40ip5fLaAm6psgM7bUiSGb,melodipop
spotify:artist:5slpk6nu2IwwKx0EHe3GcL,german pop
spotify:artist:5slpk6nu2IwwKx0EHe3GcL,indie viet
spotify:artist:4DovRSplr3yJIeE3r0RtHj,movie tunes
spotify:artist:3zJ68q2vwXpeJypOxOM1DU,theme
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,vocal jazz
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,swing
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,african-american classical
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,harlem renaissance
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,jazz
spotify:artist:4F7Q5NV6h5TSwCainz8S5A,jazz piano
spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,adult standards
spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,easy listening
spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,lounge
spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,pop
spotify:artist:2cWZOOzeOm4WmBJRnD5R7I,r&b
spotify:artist:1MIVXf74SZHmTIp4V4paH4,pop
spotify:artist:1MIVXf74SZHmTIp4V4paH4,uk pop
spotify:artist:6SGvRyZuaSuWmP6IWUKpGf,panamanian pop
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,reggaeton
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,trap latino
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,urbano latino
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,reggaeton colombiano
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,colombian pop
spotify:artist:2LRoIwlKmHjgvigdNGBHNo,pop reggaeton
spotify:artist:46NCqFl8vhQZD77y7XkvJs,chillhop
spotify:artist:46NCqFl8vhQZD77y7XkvJs,lo-fi beats
spotify:artist:0YAkOkbeAPiS35qyouiM4O,lo-fi beats
spotify:artist:0YAkOkbeAPiS35qyouiM4O,focus beats
spotify:artist:0h6JSIfoSSbXtaBWiUC4Wy,chillhop
spotify:artist:0h6JSIfoSSbXtaBWiUC4Wy,lo-fi beats
spotify:artist:39ZQx0618UYVBgGTDOJ2ds,chillhop
spotify:artist:39ZQx0618UYVBgGTDOJ2ds,jazz boom bap
spotify:artist:5pmXkV6A8yQdoa64xzvZ0S,chillhop
spotify:artist:5pmXkV6A8yQdoa64xzvZ0S,lo-fi beats
spotify:artist:3vzJueN7TkCtYpz1myVmDU,lo-fi beats
spotify:artist:3vzJueN7TkCtYpz1myVmDU,lo-fi study
spotify:artist:0ikgHu560bYMZOOXFQnRLN,lo-fi beats
spotify:artist:0ikgHu560bYMZOOXFQnRLN,lo-fi study
spotify:artist:47m9O7ZO0xLUBX51cfPdtp,lo-fi beats
spotify:artist:4UpdjtYWiLUuaFT18TefcK,lo-fi beats
spotify:artist:5iMUho98faEp2w6j5p44PH,chillhop
spotify:artist:5iMUho98faEp2w6j5p44PH,lo-fi beats
spotify:artist:65ZGdYSRT3Rmv6P7DN4XCC,lo-fi study
spotify:artist:5rCxM6JMlwyQ3tuds8DqPR,lo-fi beats
spotify:artist:3BU4UGbnzKAtkq79Y1MW0e,chillhop
spotify:artist:3BU4UGbnzKAtkq79Y1MW0e,lo-fi beats
spotify:artist:3chQixmxhv9UmwQc8aBApA,lo-fi beats
spotify:artist:3chQixmxhv9UmwQc8aBApA,lo-fi study
spotify:artist:36pqgmoQFc12FhcRZitq6I,japanese beats
spotify:artist:4WT5TNNUvgRLjAiWce3K5z,chillhop
spotify:artist:4WT5TNNUvgRLjAiWce3K5z,jazz boom bap
spotify:artist:5schXx0Ys4N52iU7On2j4c,lo-fi beats
spotify:artist:1BrPtX4urPftXEDWrVTdRH,chillhop
spotify:artist:1BrPtX4urPftXEDWrVTdRH,lo-fi beats
spotify:artist:13Kd75NSHSp9lB4CaqPMOV,vapor twitch
spotify:artist:13Kd75NSHSp9lB4CaqPMOV,indie soul
spotify:artist:13Kd75NSHSp9lB4CaqPMOV,abstract beats
spotify:artist:13Kd75NSHSp9lB4CaqPMOV,instrumental hip hop
spotify:artist:2Hn9fch2OLB5jZuEAVjTCe,swing
spotify:artist:2Hn9fch2OLB5jZuEAVjTCe,jazz
spotify:artist:2Hn9fch2OLB5jZuEAVjTCe,big band
spotify:artist:3Bm6MhzPUczH3Pej2FNqGi,contemporary post-bop
spotify:artist:3Bm6MhzPUczH3Pej2FNqGi,ecm-style jazz
spotify:artist:3Bm6MhzPUczH3Pej2FNqGi,jazz drums
spotify:artist:3Bm6MhzPUczH3Pej2FNqGi,jazz fusion
spotify:artist:7CyW7K2UrpjUNLVV698wvJ,ecm-style jazz
spotify:artist:7CyW7K2UrpjUNLVV698wvJ,jazz double bass
spotify:artist:7CyW7K2UrpjUNLVV698wvJ,swedish jazz
spotify:artist:4aEpM8RuVFDhH7ry8TUn4M,hard bop
spotify:artist:4aEpM8RuVFDhH7ry8TUn4M,soul jazz
spotify:artist:4PDpGtF16XpqvXxsrFwQnN,jazz
spotify:artist:4PDpGtF16XpqvXxsrFwQnN,jazz piano
spotify:artist:4PDpGtF16XpqvXxsrFwQnN,contemporary post-bop
spotify:artist:4PDpGtF16XpqvXxsrFwQnN,bebop
spotify:artist:4PDpGtF16XpqvXxsrFwQnN,jazz trio
spotify:artist:5yG7ZAZafVaAlMTeBybKAL,dance pop
spotify:artist:5yG7ZAZafVaAlMTeBybKAL,pop
spotify:artist:5yG7ZAZafVaAlMTeBybKAL,australian hip hop
spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot,uk pop
spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot,canadian pop
spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot,alt z
spotify:artist:0t3QQl52F463sxGXb1ckhB,dance pop
spotify:artist:0t3QQl52F463sxGXb1ckhB,metropopolis
spotify:artist:0t3QQl52F463sxGXb1ckhB,electropop
spotify:artist:0t3QQl52F463sxGXb1ckhB,australian dance
spotify:artist:4VhL8KLjVso4vLfOLVViTb,pop
spotify:artist:4VhL8KLjVso4vLfOLVViTb,post-teen pop
spotify:artist:2WKdxPFRD7IqZvlIAvhMgY,new jersey rap
spotify:artist:2WKdxPFRD7IqZvlIAvhMgY,hip hop
spotify:artist:2WKdxPFRD7IqZvlIAvhMgY,neo soul
spotify:artist:2WKdxPFRD7IqZvlIAvhMgY,east coast hip hop
spotify:artist:68a5FFsJZ9qs2HPBKAyA1X,sleep
spotify:artist:68a5FFsJZ9qs2HPBKAyA1X,binaural
spotify:artist:68a5FFsJZ9qs2HPBKAyA1X,brain waves
spotify:artist:68kEuyFKyqrdQQLLsmiatm,rap
spotify:artist:68kEuyFKyqrdQQLLsmiatm,conscious hip hop
spotify:artist:68kEuyFKyqrdQQLLsmiatm,hip hop
spotify:artist:68kEuyFKyqrdQQLLsmiatm,underground hip hop
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,jazz trumpet
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,jazz
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,contemporary post-bop
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,hard bop
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,bebop
spotify:artist:0fTHKjepK5HWOrb2rkS5Em,jazz funk
spotify:artist:5cbutZUQE7SUCA6MsEMbBv,jazz
spotify:artist:5cbutZUQE7SUCA6MsEMbBv,hard bop
spotify:artist:5cbutZUQE7SUCA6MsEMbBv,bebop
spotify:artist:5cbutZUQE7SUCA6MsEMbBv,jazz saxophone
spotify:artist:5YJjMGHVQj1IHBabXX8lH6,classic soul
spotify:artist:5YJjMGHVQj1IHBabXX8lH6,jazz funk
spotify:artist:5YJjMGHVQj1IHBabXX8lH6,chicago soul
spotify:artist:4fwuXg6XQHfdlOdmw36OHa,british soul
spotify:artist:4fwuXg6XQHfdlOdmw36OHa,uk pop
spotify:artist:4fwuXg6XQHfdlOdmw36OHa,talent show
spotify:artist:4utLUGcTvOJFr6aqIJtYWV,viral pop
spotify:artist:4utLUGcTvOJFr6aqIJtYWV,piano rock
spotify:artist:3zDRCqOhJXJfS2YWOEwGMC,danish pop
spotify:artist:2FyfsZmatt8gWR3LKnQIwE,acoustic cover
spotify:artist:4s6YWKUwngB7oxE6CPWsW2,acoustic cover
spotify:artist:4c9gY5cZpArATWNkbG1lT3,acoustic chill
spotify:artist:2hM7Rb0V5wKjvDEgYt1zed,channel pop
spotify:artist:6sQYT9B066RITdelCECQuE,acoustic cover
spotify:artist:4oGckhpzQBJqgXenksk2m2,acoustic chill
spotify:artist:39S7Y72G0tdDPy2INGFicV,acoustic cover
spotify:artist:09AgPKJAS5Muco3pU4xh7k,acoustic chill
spotify:artist:7n4yZSvg16XY22sxvZzKfw,acoustic chill
spotify:artist:3HX0wFvwBn3wbxrtHuEUus,acoustic chill
spotify:artist:3sLeazIw2jhX90UbaDSYPy,acoustic chill
spotify:artist:3rTZTOuaGaIuJeYuZZmVCA,house
spotify:artist:6yMiYiZl198h7j4cZrp5lr,uk dance
spotify:artist:7exL8IAyYuSdXxAGN1iuhx,belgian edm
spotify:artist:22bukBZvUppuwQwmDz75Gz,edm
spotify:artist:22bukBZvUppuwQwmDz75Gz,electro house
spotify:artist:22bukBZvUppuwQwmDz75Gz,pop dance
spotify:artist:22bukBZvUppuwQwmDz75Gz,progressive electro house
spotify:artist:22bukBZvUppuwQwmDz75Gz,progressive house
spotify:artist:22bukBZvUppuwQwmDz75Gz,dutch house
spotify:artist:22bukBZvUppuwQwmDz75Gz,dutch trance
spotify:artist:7momuad2Twkv5O7MY3dODa,classic hardstyle
spotify:artist:7momuad2Twkv5O7MY3dODa,euphoric hardstyle
spotify:artist:7momuad2Twkv5O7MY3dODa,rawstyle
spotify:artist:5rRcnWrevHgbuWjl7Lhft7,electro house
spotify:artist:5rRcnWrevHgbuWjl7Lhft7,progressive electro house
spotify:artist:5rRcnWrevHgbuWjl7Lhft7,dutch house
spotify:artist:5rRcnWrevHgbuWjl7Lhft7,sky room
spotify:artist:57TR9rGvnqx5QDkRtWu6GV,progressive electro house
spotify:artist:57TR9rGvnqx5QDkRtWu6GV,sky room
spotify:artist:4qXCADLD9pMWPUkOBCLQ9H,acoustic chill
spotify:artist:7gkveLkFiXBA2Pqp4NEWkv,acoustic chill
spotify:artist:2wNsnKopOU7W1Q73oiOEw1,acoustic chill
spotify:artist:6Tw1ktF4xMmzaLLbe98I2z,calypso
spotify:artist:05YVYeV4HxYp5rrWalvuE1,soul jazz
spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,soul
spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,quiet storm
spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,funk
spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,classic soul
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,vocal jazz
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,swing
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,harlem renaissance
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,jazz
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,jazz piano
spotify:artist:2jFZlvIea42ZvcCw4OeEdA,big band
spotify:artist:3plJVWt88EqjvtuB4ZDRV3,soul
spotify:artist:3plJVWt88EqjvtuB4ZDRV3,rock-and-roll
spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,pop rap
spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,rap
spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,southern hip hop
spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,trap
spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,hip hop
spotify:artist:63XBtGSEZINSyXylZxEUbv,alternative r&b
spotify:artist:63XBtGSEZINSyXylZxEUbv,r&b
spotify:artist:2lolQgalUvZDfp5vvVtTYV,adult standards
spotify:artist:2lolQgalUvZDfp5vvVtTYV,vocal jazz
spotify:artist:2lolQgalUvZDfp5vvVtTYV,easy listening
spotify:artist:2lolQgalUvZDfp5vvVtTYV,lounge
spotify:artist:3CygdxquGHurS7f9LjNLkv,country
spotify:artist:3CygdxquGHurS7f9LjNLkv,country dawn
spotify:artist:3CygdxquGHurS7f9LjNLkv,contemporary country
spotify:artist:3CygdxquGHurS7f9LjNLkv,country road
spotify:artist:4p07QU02SrLsaORo25h2Lg,hip pop
spotify:artist:4p07QU02SrLsaORo25h2Lg,r&b
spotify:artist:4p07QU02SrLsaORo25h2Lg,urban contemporary
spotify:artist:4p07QU02SrLsaORo25h2Lg,contemporary r&b
spotify:artist:196lKsA13K3keVXMDFK66q,indie folk
spotify:artist:196lKsA13K3keVXMDFK66q,stomp and holler
spotify:artist:196lKsA13K3keVXMDFK66q,new americana
spotify:artist:196lKsA13K3keVXMDFK66q,progressive bluegrass
spotify:artist:196lKsA13K3keVXMDFK66q,north carolina indie
spotify:artist:196lKsA13K3keVXMDFK66q,north carolina roots
spotify:artist:6f14pLfPtDV6pJ6F9CAFwE,acoustic chill
spotify:artist:1pgDilWYDWLoOgGjf1iHNu,reggaeton
spotify:artist:1pgDilWYDWLoOgGjf1iHNu,urbano latino
spotify:artist:0z4gvV4rjIZ9wHck67ucSV,dance pop
spotify:artist:6ZBnvCszokLW4YHZ50uHY8,underground hip hop
spotify:artist:6ZBnvCszokLW4YHZ50uHY8,indie hip hop
spotify:artist:6ZBnvCszokLW4YHZ50uHY8,sacramento hip hop
spotify:artist:6ZBnvCszokLW4YHZ50uHY8,soul flow
spotify:artist:6zGCrS2y63IEUJfyn9Bpuc,new french touch
spotify:artist:3dRfiJ2650SZu6GbydcHNb,soundtrack
spotify:artist:3dRfiJ2650SZu6GbydcHNb,orchestral soundtrack
spotify:artist:3ijd7T9kkzgvfx1az6Z3wj,grime
spotify:artist:3ijd7T9kkzgvfx1az6Z3wj,uk hip hop
spotify:artist:3ijd7T9kkzgvfx1az6Z3wj,afroswing
spotify:artist:3ijd7T9kkzgvfx1az6Z3wj,london rap
spotify:artist:2JyWXPbkqI5ZJa3gwqVa0c,british soul
spotify:artist:6k0IBR0lU42s2GYpNX7kA9,r&b
spotify:artist:6k0IBR0lU42s2GYpNX7kA9,urban contemporary
spotify:artist:6k0IBR0lU42s2GYpNX7kA9,contemporary r&b
spotify:artist:6k0IBR0lU42s2GYpNX7kA9,quiet storm
spotify:artist:2kfmnXYxa9yh0RkUBPjSwZ,acoustic chill
spotify:artist:3mp5zzEz1qTq7X5a2yOS2B,electro swing
spotify:artist:7taR4NVoGObH3v6708KBgV,electro swing
spotify:artist:7pDhHdDOm4usTbyUruculP,electro swing
spotify:artist:5mEvAS0EtNqnshWKrv1TI1,electro swing
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,album rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,classic rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,art rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,progressive rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,symphonic rock
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,psychedelic rock
spotify:artist:1YzhPssoLV65PIChO3Uri9,progressive psytrance
spotify:artist:1YzhPssoLV65PIChO3Uri9,psychedelic trance
spotify:artist:1YzhPssoLV65PIChO3Uri9,german trance
spotify:artist:59mjRp0i1B8oWSSMmGWJlJ,post-teen pop
spotify:artist:59mjRp0i1B8oWSSMmGWJlJ,teen pop
spotify:artist:4MCBfE4596Uoi2O4DtmEMz,rap
spotify:artist:4MCBfE4596Uoi2O4DtmEMz,chicago rap
spotify:artist:4MCBfE4596Uoi2O4DtmEMz,melodic rap
spotify:artist:5xkAtLTf309LAGZTbvULBn,alt z
spotify:artist:5xkAtLTf309LAGZTbvULBn,singer-songwriter pop
spotify:artist:5xkAtLTf309LAGZTbvULBn,australian alternative pop
spotify:artist:6ew7qRw24oov125Oly8pFD,house
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,pop rap
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,rap
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,trap
spotify:artist:0JBdTCGs111JKKYfLqOEBa,german pop
spotify:artist:0JBdTCGs111JKKYfLqOEBa,frauenrap
spotify:artist:0JBdTCGs111JKKYfLqOEBa,german hip hop
spotify:artist:3gkbRDj7pkIylWVBpRfrQf,frauenrap
spotify:artist:3gkbRDj7pkIylWVBpRfrQf,german hip hop
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,southern hip hop
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,trap
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,hip pop
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,r&b
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,urban contemporary
spotify:artist:1W3FSF1BLpY3hlVIgvenLz,dirty south rap
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,rap
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,trap
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,hip hop
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,melodic rap
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,philly rap
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,rage rap
spotify:artist:2PiTQ6K1uu6mW0RbtUxrA1,chinese hip hop
spotify:artist:5j21TGkrNEAJe3gG9VlS34,german hip hop
spotify:artist:1XGHs7YFtpCbDGKaNdPPtA,australian dance
spotify:artist:4lDiJcOJ2GLCK6p9q5BgfK,german pop
spotify:artist:4lDiJcOJ2GLCK6p9q5BgfK,german hip hop
spotify:artist:07SFzTMeYf5P8Rd32a9Zzw,german hip hop
spotify:artist:5cfZNNUl6K82ZIWoWYSbcw,german alternative rap
spotify:artist:5cfZNNUl6K82ZIWoWYSbcw,german jazz rap
spotify:artist:7jDSMakHqXFe8kIaXfz8jD,frauenrap
spotify:artist:7jDSMakHqXFe8kIaXfz8jD,german hip hop
spotify:artist:2W6kbe0nm96COrHzNmfLLd,funk carioca
spotify:artist:2W6kbe0nm96COrHzNmfLLd,funk ostentacao
spotify:artist:2W6kbe0nm96COrHzNmfLLd,funk paulista
spotify:artist:1ackd5XprZEkH3McKbQD51,spanish pop
spotify:artist:1ackd5XprZEkH3McKbQD51,electro latino
spotify:artist:0RB2HADLaxeaZAlNus7vVG,progressive psytrance
spotify:artist:0RB2HADLaxeaZAlNus7vVG,psychedelic trance
spotify:artist:0RB2HADLaxeaZAlNus7vVG,full on
spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,pop
spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,boy band
spotify:artist:40NRiKuuhj1pgGYppptlBO,grime
spotify:artist:40NRiKuuhj1pgGYppptlBO,uk hip hop
spotify:artist:40NRiKuuhj1pgGYppptlBO,afroswing
spotify:artist:1CoZyIx7UvdxT5c8UkMzHd,r&b
spotify:artist:1CoZyIx7UvdxT5c8UkMzHd,uk contemporary r&b
spotify:artist:43BxCL6t4c73BQnIJtry5v,pop dance
spotify:artist:43BxCL6t4c73BQnIJtry5v,uk dance
spotify:artist:43BxCL6t4c73BQnIJtry5v,house
spotify:artist:43BxCL6t4c73BQnIJtry5v,deep groove house
spotify:artist:039zhJoEkboZ8Ii6K40Fb6,grime
spotify:artist:039zhJoEkboZ8Ii6K40Fb6,uk hip hop
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,pop rap
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,rap
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,trap
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,r&b
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,canadian hip hop
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,melodic rap
spotify:artist:2jku7tDXc6XoB6MO2hFuqg,canadian trap
spotify:artist:5nSAh3wlH7VaqpnkiMjzDs,grime
spotify:artist:5nSAh3wlH7VaqpnkiMjzDs,uk hip hop
spotify:artist:5nSAh3wlH7VaqpnkiMjzDs,afroswing
spotify:artist:0tJCNteqwm7LmRZ6KWr8GT,grime
spotify:artist:0tJCNteqwm7LmRZ6KWr8GT,uk hip hop
spotify:artist:0tJCNteqwm7LmRZ6KWr8GT,instrumental grime
spotify:artist:0tJCNteqwm7LmRZ6KWr8GT,london rap
spotify:artist:3j7teie3p6UnbA8nW51Trz,deep house
spotify:artist:3j7teie3p6UnbA8nW51Trz,acid house
spotify:artist:3j7teie3p6UnbA8nW51Trz,chicago house
spotify:artist:3j7teie3p6UnbA8nW51Trz,classic house
spotify:artist:3j7teie3p6UnbA8nW51Trz,techno
spotify:artist:764H8zG8sTf5FPHWHW5bvh,acid techno
