duration_ms,explicit,name,popularity,uri,orig_uri,isrc
226306,False,Geile Zeit,59,spotify:track:3hT1h7FiFFxoLqiTMJM7Ew,spotify:track:3hT1h7FiFFxoLqiTMJM7Ew,DEN120404257
192573,False,Irgendwas bleibt,52,spotify:track:7dblY1Epg03mXh2bJ9F44Z,spotify:track:7dblY1Epg03mXh2bJ9F44Z,DEA810900023
284546,False,Das Beste,52,spotify:track:3FEhbAkm1Dy21UvhbYhFM3,spotify:track:3FEhbAkm1Dy21UvhbYhFM3,DEA810600321
232906,False,Leichtes Gepäck,51,spotify:track:2kUUMGxMFcKItXfy36x7Th,spotify:track:2kUUMGxMFcKItXfy36x7Th,DEE861500869
272400,False,Symphonie,48,spotify:track:7mOD9NFyZhC8PtW4joWDWT,spotify:track:7mOD9NFyZhC8PtW4joWDWT,DEA810400356
248453,False,Otherside - Live from Spotify Berlin,39,spotify:track:3QsUZZ2aSdzyu8ndDWZ1X7,spotify:track:3QsUZZ2aSdzyu8ndDWZ1X7,DEE861600436
205959,False,Ein anderer Sommer,31,spotify:track:6SLplcX9w1Kt3tj3Yka70F,spotify:track:6SLplcX9w1Kt3tj3Yka70F,DEE862002382
187720,False,Bestes Leben,34,spotify:track:1SXyj3BdSSqbqNpT9sUC7c,spotify:track:1SXyj3BdSSqbqNpT9sUC7c,DEE861903671
243711,False,Milliarden,26,spotify:track:3gqvU83eooDuxDHnFDkSIJ,spotify:track:3gqvU83eooDuxDHnFDkSIJ,DEE862101106
309333,False,Ja,42,spotify:track:1o7VoexABptcWX6AUWHWUL,spotify:track:1o7VoexABptcWX6AUWHWUL,DEE861200087
225453,False,In meiner Erinnerung,43,spotify:track:7hEogFloi0A60JMFfgVi3l,spotify:track:7hEogFloi0A60JMFfgVi3l,DEE861903672
225426,False,Krieger des Lichts,41,spotify:track:0EfHT3cIPfAmJ4SQiPs2FS,spotify:track:0EfHT3cIPfAmJ4SQiPs2FS,DEA810900005
175541,False,Machen wir das Beste draus (homerecordings),30,spotify:track:51lu2hK6YLR0gHZHFAmdEA,spotify:track:51lu2hK6YLR0gHZHFAmdEA,DEE862000478
250040,False,Durch die Nacht,40,spotify:track:7j0QAdFpgWzqsMbXZDVHao,spotify:track:7j0QAdFpgWzqsMbXZDVHao,DEA810400346
246666,False,B 96,37,spotify:track:5e501N8yr37ZGesTKSzlAb,spotify:track:5e501N8yr37ZGesTKSzlAb,DEE861500870
274480,False,Weiße Fahnen,33,spotify:track:4nt734FQJydcR4BWfgv1EM,spotify:track:4nt734FQJydcR4BWfgv1EM,DEE861200091
191133,False,Ich bereue nichts,33,spotify:track:1MjmVzD0YtXj2fQd8ZCNr3,spotify:track:1MjmVzD0YtXj2fQd8ZCNr3,DEA810900003
186493,False,Intro (Die Mutigen),27,spotify:track:2A8NYqUlc2onshRZi2d726,spotify:track:2A8NYqUlc2onshRZi2d726,DEE861500868
166880,False,Was Freiheit ist,25,spotify:track:0Mp1zdy1XT4UC1MPiI8Ii1,spotify:track:0Mp1zdy1XT4UC1MPiI8Ii1,DEE861903670
200720,False,Himmel auf,32,spotify:track:7rOS0DYmXaNHQ4JBNVrp8R,spotify:track:7rOS0DYmXaNHQ4JBNVrp8R,DEE861200031
224426,False,Bis zum Schluss (feat. Silbermond),44,spotify:track:1UW6Rf2rDz3XkHqnVZuHUu,spotify:track:1MOnXaLoxHq0LESJkrwOFw,DEA810801226
213346,False,Das Leichteste der Welt - Radio Edit,33,spotify:track:79Py78fYNWFdkXLwaNEpxw,spotify:track:79Py78fYNWFdkXLwaNEpxw,DEE861600484
206560,False,Nach Haus,16,spotify:track:7pXNIBBqh7jA7piHcquQec,spotify:track:7pXNIBBqh7jA7piHcquQec,DEA810900010
298106,False,Zeit zu tanzen,29,spotify:track:6YPezQhCqe6GPOyZHpdzhW,spotify:track:6YPezQhCqe6GPOyZHpdzhW,DEE861500879
344320,False,Heut hab ich Zeit,20,spotify:track:0IHqHcQKY9UWcOUnSvfyiT,spotify:track:0IHqHcQKY9UWcOUnSvfyiT,DEE861500874
187146,False,Träum ja nur (Hippies),25,spotify:track:21waa1WZ3JCbtXLoBwLPLj,spotify:track:21waa1WZ3JCbtXLoBwLPLj,DEE861903525
264760,False,Irgendwo in der Mitte,15,spotify:track:72LQxRpIL803Z1yI1AjPJk,spotify:track:72LQxRpIL803Z1yI1AjPJk,DEE861200089
236480,False,Allzu menschlich,21,spotify:track:3XW6lTHvuB6GJbVmqVfSPO,spotify:track:3XW6lTHvuB6GJbVmqVfSPO,DEE861500877
232440,False,Die Liebe lässt mich nicht,27,spotify:track:1OER3z4VJclJOcZ45KaFji,spotify:track:1OER3z4VJclJOcZ45KaFji,DEA810900008
233586,False,Alles Gute,25,spotify:track:4SvOFYVZLSv8gujFQVqXDY,spotify:track:4SvOFYVZLSv8gujFQVqXDY,DEA810900002
192200,False,Zeit für Optimisten,27,spotify:track:0RWQ33iEq3ZULpoIyROa36,spotify:track:0RWQ33iEq3ZULpoIyROa36,DEA810500271
313626,False,So wie jetzt,15,spotify:track:5KdX0GvGQXsBiebcVeLufW,spotify:track:5KdX0GvGQXsBiebcVeLufW,DEA810600322
215066,False,Für dich schlägt mein Herz,20,spotify:track:7vn9qAnRquJ73zPKlnTE0r,spotify:track:7vn9qAnRquJ73zPKlnTE0r,DEE861200090
